ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	pPredEBM	pPredHMP	pTWAShmp	pTWASomni	minP	maxP	maxPpred	maxPtwas	Near_GWAS	ENSGID	GENE.x	DESCRIPTION.x	GENE_TYPE.x	CHR.x	START.x	END.x	meanPredBeta	GENE.y	DESCRIPTION.y	GENE_TYPE.y	CHR.y	START.y	END.y	meanTwasZscore
ENSG00000164128	NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	protein_coding	4	164245113	164254170	0.000457538795483054	0.000321166522407205	0.00539794523329731	0.0813	0.000321166522407205	0.0813	0.000457538795483054	0.0813	no	ENSG00000164128	NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	protein_coding	4	164245113	164254170	0.00105348493244476	NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	protein_coding	4	164245113	164254170	-0.181896444444444
ENSG00000164129	NPY5R	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	protein_coding	4	164265091	164273086	0.0809837161439849	0.113273394292644	0.00395782464900174	0.00345	0.00345	0.113273394292644	0.113273394292644	0.00395782464900174	no	ENSG00000164129	NPY5R	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	protein_coding	4	164265091	164273086	-0.00425528758255195	NPY5R	neuropeptide Y receptor Y5 [Source:HGNC Symbol;Acc:7958]	protein_coding	4	164265091	164273086	-0.62905
ENSG00000137628	DDX60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60 [Source:HGNC Symbol;Acc:25942]	protein_coding	4	169137444	169239958	0.00429914166856634	0.00303584722805466	0.0117811520214799	0.0224	0.00303584722805466	0.0224	0.00429914166856634	0.0224	no	ENSG00000137628	DDX60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60 [Source:HGNC Symbol;Acc:25942]	protein_coding	4	169137444	169239958	-0.00194392837684154	DDX60	DEAD (Asp-Glu-Ala-Asp) box polypeptide 60 [Source:HGNC Symbol;Acc:25942]	protein_coding	4	169137444	169239958	-0.629028333333333
ENSG00000154553	PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:20767]	protein_coding	4	186422851	186456766	0.00245123782598099	0.0093720185896156	0.047345594135464	0.0673	0.00245123782598099	0.0673	0.0093720185896156	0.0673	no	ENSG00000154553	PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:20767]	protein_coding	4	186422851	186456766	-0.00486183237789115	PDLIM3	PDZ and LIM domain 3 [Source:HGNC Symbol;Acc:20767]	protein_coding	4	186422851	186456766	-1.41345307692308
ENSG00000269302	AC110771.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R182]	protein_coding	4	187111913	187112626	0.0540615364188106	0.133509471662788	0.000429447651879465	0.00113	0.000429447651879465	0.133509471662788	0.133509471662788	0.00113	no	ENSG00000269302	AC110771.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R182]	protein_coding	4	187111913	187112626	0.00691342503792922	AC110771.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R182]	protein_coding	4	187111913	187112626	1.988665
ENSG00000088926	F11	coagulation factor XI [Source:HGNC Symbol;Acc:3529]	protein_coding	4	187187099	187210835	0.193540898405833	0.148181479284538	0.00440940831059648	0.00657	0.00440940831059648	0.193540898405833	0.193540898405833	0.00657	no	ENSG00000088926	F11	coagulation factor XI [Source:HGNC Symbol;Acc:3529]	protein_coding	4	187187099	187210835	0.00464755575285049	F11	coagulation factor XI [Source:HGNC Symbol;Acc:3529]	protein_coding	4	187187099	187210835	1.72152669230769
ENSG00000109536	FRG1	FSHD region gene 1 [Source:HGNC Symbol;Acc:3954]	protein_coding	4	190861943	190884359	0.0555045949762495	0.0187431359783128	0.00579741477774102	0.00823	0.00579741477774102	0.0555045949762495	0.0555045949762495	0.00823	no	ENSG00000109536	FRG1	FSHD region gene 1 [Source:HGNC Symbol;Acc:3954]	protein_coding	4	190861943	190884359	0.00011256869211501	FRG1	FSHD region gene 1 [Source:HGNC Symbol;Acc:3954]	protein_coding	4	190861943	190884359	-1.15059
ENSG00000153404	PLEKHG4B	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B [Source:HGNC Symbol;Acc:29399]	protein_coding	5	140373	190085	0.000106889274372313	0.000884081210963661	0.0158037289100814	0.00661	0.000106889274372313	0.0158037289100814	0.000884081210963661	0.0158037289100814	yes	ENSG00000153404	PLEKHG4B	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B [Source:HGNC Symbol;Acc:29399]	protein_coding	5	140373	190085	0.00153499474890236	PLEKHG4B	pleckstrin homology domain containing, family G (with RhoGef domain) member 4B [Source:HGNC Symbol;Acc:29399]	protein_coding	5	140373	190085	-0.354155
ENSG00000185028	LRRC14B	leucine rich repeat containing 14B [Source:HGNC Symbol;Acc:37268]	protein_coding	5	191626	195468	0.000383003900961219	4.40054511500517e-05	0.00137229466707361	NA	NA	NA	0.000383003900961219	NA	yes	ENSG00000185028	LRRC14B	leucine rich repeat containing 14B [Source:HGNC Symbol;Acc:37268]	protein_coding	5	191626	195468	0.00542859263113534	LRRC14B	leucine rich repeat containing 14B [Source:HGNC Symbol;Acc:37268]	protein_coding	5	191626	195468	3.202905
ENSG00000164366	CCDC127	coiled-coil domain containing 127 [Source:HGNC Symbol;Acc:30520]	protein_coding	5	196986	218330	0.000543471918016882	0.00230553455372501	1.98724251921348e-05	2.3e-07	2.3e-07	0.00230553455372501	0.00230553455372501	1.98724251921348e-05	yes	ENSG00000164366	CCDC127	coiled-coil domain containing 127 [Source:HGNC Symbol;Acc:30520]	protein_coding	5	196986	218330	-0.00627857735768114	CCDC127	coiled-coil domain containing 127 [Source:HGNC Symbol;Acc:30520]	protein_coding	5	196986	218330	-1.82650154545455
ENSG00000073578	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:HGNC Symbol;Acc:10680]	protein_coding	5	218356	256815	0.418369298479106	0.2701207946501	0.00754151135996786	2.49e-06	2.49e-06	0.418369298479106	0.418369298479106	0.00754151135996786	yes	ENSG00000073578	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:HGNC Symbol;Acc:10680]	protein_coding	5	218356	256815	0.00159611870890137	SDHA	succinate dehydrogenase complex, subunit A, flavoprotein (Fp) [Source:HGNC Symbol;Acc:10680]	protein_coding	5	218356	256815	-0.4377582
ENSG00000248925	CTD-2083E4.6		antisense	5	269973	271631	NA	NA	1.31711138447982e-07	6.22e-08	NA	NA	NA	1.31711138447982e-07	yes	ENSG00000248925	NA	NA	NA	NA	NA	NA	NA	CTD-2083E4.6		antisense	5	269973	271631	-2.74774170588235
ENSG00000250848	CTD-2083E4.5		pseudogene	5	288948	290436	0.00294708607209598	6.95713438842446e-06	0.00627750702817307	1.41e-06	1.41e-06	0.00627750702817307	0.00294708607209598	0.00627750702817307	yes	ENSG00000250848	CTD-2083E4.5		pseudogene	5	288948	290436	-0.00695129612475229	CTD-2083E4.5		pseudogene	5	288948	290436	-1.79578471428571
ENSG00000063438	AHRR	aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:346]	protein_coding	5	304291	438406	9.28705978002235e-05	0.0021501836978941	0.0016774126226265	1.63e-05	1.63e-05	0.0021501836978941	0.0021501836978941	0.0016774126226265	yes	ENSG00000063438	AHRR	aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:346]	protein_coding	5	304291	438406	0.00323516869004625	AHRR	aryl-hydrocarbon receptor repressor [Source:HGNC Symbol;Acc:346]	protein_coding	5	304291	438406	0.965402625
ENSG00000250645	CTD-2228K2.1		pseudogene	5	418818	419224	0.000126606780746599	5.15275923796228e-05	0.000634953612173669	NA	NA	NA	0.000126606780746599	NA	yes	ENSG00000250645	CTD-2228K2.1		pseudogene	5	418818	419224	-0.000586272733543978	CTD-2228K2.1		pseudogene	5	418818	419224	-3.4177
ENSG00000221990	C5orf55	chromosome 5 open reading frame 55 [Source:HGNC Symbol;Acc:25175]	protein_coding	5	441645	443258	1.08095019393681e-05	2.4726505459077e-07	1.43640984645911e-07	2.93e-07	1.43640984645911e-07	1.08095019393681e-05	1.08095019393681e-05	2.93e-07	yes	ENSG00000221990	C5orf55	chromosome 5 open reading frame 55 [Source:HGNC Symbol;Acc:25175]	protein_coding	5	441645	443258	-0.0196543265707271	C5orf55	chromosome 5 open reading frame 55 [Source:HGNC Symbol;Acc:25175]	protein_coding	5	441645	443258	-3.94828383783784
ENSG00000180104	EXOC3	exocyst complex component 3 [Source:HGNC Symbol;Acc:30378]	protein_coding	5	443273	470102	1.66406986491143e-08	5.53589468152762e-07	2.96952106383188e-10	3.01e-07	2.96952106383188e-10	5.53589468152762e-07	5.53589468152762e-07	3.01e-07	yes	ENSG00000180104	EXOC3	exocyst complex component 3 [Source:HGNC Symbol;Acc:30378]	protein_coding	5	443273	470102	0.028412300486634	EXOC3	exocyst complex component 3 [Source:HGNC Symbol;Acc:30378]	protein_coding	5	443273	470102	4.8581002195122
ENSG00000188242	CTD-2228K2.5	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6RHG8]	protein_coding	5	466239	473213	2.24459244150681e-06	8.43328848463364e-06	4.33724496837501e-08	3.5e-06	4.33724496837501e-08	8.43328848463364e-06	8.43328848463364e-06	3.5e-06	yes	ENSG00000188242	CTD-2228K2.5	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6RHG8]	protein_coding	5	466239	473213	-0.00960134618812538	CTD-2228K2.5	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6RHG8]	protein_coding	5	466239	473213	-2.9917385
ENSG00000225138	CTD-2228K2.7		processed_transcript	5	473351	480780	NA	NA	0.0011406181210152	5.14e-07	NA	NA	NA	0.0011406181210152	yes	ENSG00000225138	NA	NA	NA	NA	NA	NA	NA	CTD-2228K2.7		processed_transcript	5	473351	480780	-1.94546970833333
ENSG00000066230	SLC9A3	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 [Source:HGNC Symbol;Acc:11073]	protein_coding	5	474998	524447	0.0952971585998502	3.15790800029564e-05	0.000154101383692841	1.81e-07	1.81e-07	0.0952971585998502	0.0952971585998502	0.000154101383692841	yes	ENSG00000066230	SLC9A3	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 [Source:HGNC Symbol;Acc:11073]	protein_coding	5	474998	524447	-0.00744351761061897	SLC9A3	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 [Source:HGNC Symbol;Acc:11073]	protein_coding	5	474998	524447	-1.80789955813953
ENSG00000112877	CEP72	centrosomal protein 72kDa [Source:HGNC Symbol;Acc:25547]	protein_coding	5	612387	667283	1.53601164138353e-10	1.76729230902129e-10	8.20020299103181e-13	1.75e-09	8.20020299103181e-13	1.75e-09	1.76729230902129e-10	1.75e-09	yes	ENSG00000112877	CEP72	centrosomal protein 72kDa [Source:HGNC Symbol;Acc:25547]	protein_coding	5	612387	667283	0.0186983553690081	CEP72	centrosomal protein 72kDa [Source:HGNC Symbol;Acc:25547]	protein_coding	5	612387	667283	5.66195830434783
ENSG00000171368	TPPP	tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:24164]	protein_coding	5	660883	693510	1.99977491572519e-28	8.85400149036664e-08	1.86970409676097e-11	2.71e-09	1.99977491572519e-28	8.85400149036664e-08	8.85400149036664e-08	2.71e-09	yes	ENSG00000171368	TPPP	tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:24164]	protein_coding	5	660883	693510	-0.0122447541925271	TPPP	tubulin polymerization promoting protein [Source:HGNC Symbol;Acc:24164]	protein_coding	5	660883	693510	-4.07978711111111
ENSG00000268885	AC026740.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2Q8]	protein_coding	5	667759	668839	0.000209824920418649	4.65062511448643e-05	7.92202302573129e-07	8.77e-08	8.77e-08	0.000209824920418649	0.000209824920418649	7.92202302573129e-07	yes	ENSG00000268885	AC026740.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2Q8]	protein_coding	5	667759	668839	0.00902306303954968	AC026740.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:M0R2Q8]	protein_coding	5	667759	668839	2.972164875
ENSG00000271781	CTD-2589H19.6		antisense	5	675941	676731	NA	NA	1.26666664905811e-10	1.87e-09	NA	NA	NA	1.87e-09	yes	ENSG00000271781	NA	NA	NA	NA	NA	NA	NA	CTD-2589H19.6		antisense	5	675941	676731	5.487444375
ENSG00000188818	ZDHHC11	zinc finger, DHHC-type containing 11 [Source:HGNC Symbol;Acc:19158]	protein_coding	5	710471	851101	3.32261461416669e-06	3.53825637421884e-06	6.30190365748068e-11	5.21e-09	6.30190365748068e-11	3.53825637421884e-06	3.53825637421884e-06	5.21e-09	yes	ENSG00000188818	ZDHHC11	zinc finger, DHHC-type containing 11 [Source:HGNC Symbol;Acc:19158]	protein_coding	5	710471	851101	0.00533876483638815	ZDHHC11	zinc finger, DHHC-type containing 11 [Source:HGNC Symbol;Acc:19158]	protein_coding	5	710471	851101	4.41442396
ENSG00000206077	ZDHHC11B	zinc finger, DHHC-type containing 11B [Source:HGNC Symbol;Acc:32962]	protein_coding	5	710709	767067	8.62813562989199e-05	3.39848832093418e-08	1.3100934412543e-09	1.5e-08	1.3100934412543e-09	8.62813562989199e-05	8.62813562989199e-05	1.5e-08	yes	ENSG00000206077	ZDHHC11B	zinc finger, DHHC-type containing 11B [Source:HGNC Symbol;Acc:32962]	protein_coding	5	710709	767067	0.00285306107383467	ZDHHC11B	zinc finger, DHHC-type containing 11B [Source:HGNC Symbol;Acc:32962]	protein_coding	5	710709	767067	4.13074126666667
ENSG00000028310	BRD9	bromodomain containing 9 [Source:HGNC Symbol;Acc:25818]	protein_coding	5	863851	892757	0.00346654164958976	0.00274243235687891	2.68753183719115e-05	2.6e-05	2.6e-05	0.00346654164958976	0.00346654164958976	2.68753183719115e-05	yes	ENSG00000028310	BRD9	bromodomain containing 9 [Source:HGNC Symbol;Acc:25818]	protein_coding	5	863851	892757	-0.00166772475351121	BRD9	bromodomain containing 9 [Source:HGNC Symbol;Acc:25818]	protein_coding	5	863851	892757	-3.95290033333333
ENSG00000071539	TRIP13	thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:12307]	protein_coding	5	892940	919472	0.218262068866074	0.237288226567152	3.97471289037466e-05	6.76e-05	3.97471289037466e-05	0.237288226567152	0.237288226567152	6.76e-05	yes	ENSG00000071539	TRIP13	thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:12307]	protein_coding	5	892940	919472	0.00032851527677796	TRIP13	thyroid hormone receptor interactor 13 [Source:HGNC Symbol;Acc:12307]	protein_coding	5	892940	919472	3.3995405
ENSG00000215246	RP11-43F13.3		antisense	5	987295	997423	NA	NA	0.00243902743808677	0.00224	NA	NA	NA	0.00243902743808677	yes	ENSG00000215246	NA	NA	NA	NA	NA	NA	NA	RP11-43F13.3		antisense	5	987295	997423	1.25518471428571
ENSG00000250584	RP11-325I22.2		lincRNA	5	1363697	1380182	0.00585955247876043	0.00684498669630093	0.612431838775974	NA	NA	NA	0.00684498669630093	NA	yes	ENSG00000250584	RP11-325I22.2		lincRNA	5	1363697	1380182	0.0098029675422562	RP11-325I22.2		lincRNA	5	1363697	1380182	0.01294
ENSG00000169271	HSPB3	heat shock 27kDa protein 3 [Source:HGNC Symbol;Acc:5248]	protein_coding	5	53751445	53752207	0.0243327124846133	0.0315221914898907	0.0048189997309064	0.00783	0.0048189997309064	0.0315221914898907	0.0315221914898907	0.00783	no	ENSG00000169271	HSPB3	heat shock 27kDa protein 3 [Source:HGNC Symbol;Acc:5248]	protein_coding	5	53751445	53752207	-0.0123111092921645	HSPB3	heat shock 27kDa protein 3 [Source:HGNC Symbol;Acc:5248]	protein_coding	5	53751445	53752207	-1.99683309090909
ENSG00000248727	CTC-236F12.4	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E5RJ82]	protein_coding	5	55753622	55777596	0.0550565464439693	0.169161882812939	0.00587647334379537	0.0045	0.0045	0.169161882812939	0.169161882812939	0.00587647334379537	no	ENSG00000248727	CTC-236F12.4	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E5RJ82]	protein_coding	5	55753622	55777596	0.00218336531145871	CTC-236F12.4	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E5RJ82]	protein_coding	5	55753622	55777596	-0.21536
ENSG00000062194	GPBP1	GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:29520]	protein_coding	5	56469775	56560506	0.000179759025772996	0.00687731669798597	0.407358886259947	NA	NA	NA	0.00687731669798597	NA	no	ENSG00000062194	GPBP1	GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:29520]	protein_coding	5	56469775	56560506	-0.00219556765831516	GPBP1	GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:29520]	protein_coding	5	56469775	56560506	0.86654
ENSG00000152359	POC5	POC5 centriolar protein [Source:HGNC Symbol;Acc:26658]	protein_coding	5	74969949	75013313	0.0100037717166587	0.0954679186054072	0.00667760536979595	0.00426	0.00426	0.0954679186054072	0.0954679186054072	0.00667760536979595	no	ENSG00000152359	POC5	POC5 centriolar protein [Source:HGNC Symbol;Acc:26658]	protein_coding	5	74969949	75013313	0.00886707320127747	POC5	POC5 centriolar protein [Source:HGNC Symbol;Acc:26658]	protein_coding	5	74969949	75013313	2.40044744444444
ENSG00000168944	CEP120	centrosomal protein 120kDa [Source:HGNC Symbol;Acc:26690]	protein_coding	5	122680579	122759286	0.00955357587586715	0.00117102240342102	0.0263596383347412	0.0492	0.00117102240342102	0.0492	0.00955357587586715	0.0492	no	ENSG00000168944	CEP120	centrosomal protein 120kDa [Source:HGNC Symbol;Acc:26690]	protein_coding	5	122680579	122759286	0.000541928058261433	CEP120	centrosomal protein 120kDa [Source:HGNC Symbol;Acc:26690]	protein_coding	5	122680579	122759286	0.303415
ENSG00000269936	MIR145	microRNA 145 [Source:HGNC Symbol;Acc:31532]	lincRNA	5	148809849	148812397	0.002390639103634	0.000510053359292823	NA	NA	NA	NA	0.002390639103634	NA	no	ENSG00000269936	MIR145	microRNA 145 [Source:HGNC Symbol;Acc:31532]	lincRNA	5	148809849	148812397	-0.00317774084531829	NA	NA	NA	NA	NA	NA	NA
ENSG00000113140	SPARC	secreted protein, acidic, cysteine-rich (osteonectin) [Source:HGNC Symbol;Acc:11219]	protein_coding	5	151040657	151064791	0.000709434229215381	0.00139585311016137	0.0291950677438275	0.213	0.000709434229215381	0.213	0.00139585311016137	0.213	no	ENSG00000113140	SPARC	secreted protein, acidic, cysteine-rich (osteonectin) [Source:HGNC Symbol;Acc:11219]	protein_coding	5	151040657	151064791	-0.00573403556831215	SPARC	secreted protein, acidic, cysteine-rich (osteonectin) [Source:HGNC Symbol;Acc:11219]	protein_coding	5	151040657	151064791	-1.816745
ENSG00000113739	STC2	stanniocalcin 2 [Source:HGNC Symbol;Acc:11374]	protein_coding	5	172741716	172756506	0.000241118770184165	6.69026750329089e-05	0.68401645044565	0.891	6.69026750329089e-05	0.891	0.000241118770184165	0.891	no	ENSG00000113739	STC2	stanniocalcin 2 [Source:HGNC Symbol;Acc:11374]	protein_coding	5	172741716	172756506	0.00208449764896186	STC2	stanniocalcin 2 [Source:HGNC Symbol;Acc:11374]	protein_coding	5	172741716	172756506	0.2309
ENSG00000146066	HIGD2A	HIG1 hypoxia inducible domain family, member 2A [Source:HGNC Symbol;Acc:28311]	protein_coding	5	175816332	175816772	0.0247024726537104	0.054318781331766	0.00325086989069667	0.00396	0.00325086989069667	0.054318781331766	0.054318781331766	0.00396	no	ENSG00000146066	HIGD2A	HIG1 hypoxia inducible domain family, member 2A [Source:HGNC Symbol;Acc:28311]	protein_coding	5	175816332	175816772	0.00135189066827574	HIGD2A	HIG1 hypoxia inducible domain family, member 2A [Source:HGNC Symbol;Acc:28311]	protein_coding	5	175816332	175816772	0.71002
ENSG00000124788	ATXN1	ataxin 1 [Source:HGNC Symbol;Acc:10548]	protein_coding	6	16299343	16761722	0.00814469418849513	0.00123423144338666	0.065993634467284	0.054	0.00123423144338666	0.065993634467284	0.00814469418849513	0.065993634467284	no	ENSG00000124788	ATXN1	ataxin 1 [Source:HGNC Symbol;Acc:10548]	protein_coding	6	16299343	16761722	0.00384009015020871	ATXN1	ataxin 1 [Source:HGNC Symbol;Acc:10548]	protein_coding	6	16299343	16761722	1.52673
ENSG00000228022	HCG20	HLA complex group 20 (non-protein coding) [Source:HGNC Symbol;Acc:31334]	lincRNA	6	30734602	30760027	0.518654256378763	0.677355285542002	0.000846951408856805	0.00475	0.000846951408856805	0.677355285542002	0.677355285542002	0.00475	no	ENSG00000228022	HCG20	HLA complex group 20 (non-protein coding) [Source:HGNC Symbol;Acc:31334]	lincRNA	6	30734602	30760027	0.00351583446398491	HCG20	HLA complex group 20 (non-protein coding) [Source:HGNC Symbol;Acc:31334]	lincRNA	6	30734602	30760027	1.56965333333333
ENSG00000233529	HCG21	HLA complex group 21 (non-protein coding) [Source:HGNC Symbol;Acc:31335]	antisense	6	30913756	30922639	NA	NA	0.00534725236138638	0.00555	NA	NA	NA	0.00555	no	ENSG00000233529	NA	NA	NA	NA	NA	NA	NA	HCG21	HLA complex group 21 (non-protein coding) [Source:HGNC Symbol;Acc:31335]	antisense	6	30913756	30922639	-1.0565905
ENSG00000204542	C6orf15	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:13927]	protein_coding	6	31079000	31080336	0.0361569916871052	0.0574824154472191	0.00168193126011543	0.00233	0.00168193126011543	0.0574824154472191	0.0574824154472191	0.00233	no	ENSG00000204542	C6orf15	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:13927]	protein_coding	6	31079000	31080336	-0.00610756132314857	C6orf15	chromosome 6 open reading frame 15 [Source:HGNC Symbol;Acc:13927]	protein_coding	6	31079000	31080336	-1.838981
ENSG00000204539	CDSN	corneodesmosin [Source:HGNC Symbol;Acc:1802]	protein_coding	6	31082867	31088223	0.000476257220960615	0.000646370947036716	0.000174937291788562	0.000611	0.000174937291788562	0.000646370947036716	0.000646370947036716	0.000611	no	ENSG00000204539	CDSN	corneodesmosin [Source:HGNC Symbol;Acc:1802]	protein_coding	6	31082867	31088223	-0.0151319718996829	CDSN	corneodesmosin [Source:HGNC Symbol;Acc:1802]	protein_coding	6	31082867	31088223	-3.749
ENSG00000271821	XXbac-BPG299F13.14		lincRNA	6	31168262	31169695	0.0839924477431803	0.0164141355948727	0.000343600393043881	0.000191	0.000191	0.0839924477431803	0.0839924477431803	0.000343600393043881	no	ENSG00000271821	XXbac-BPG299F13.14		lincRNA	6	31168262	31169695	-0.00390286998822803	XXbac-BPG299F13.14		lincRNA	6	31168262	31169695	-2.443138
ENSG00000234745	HLA-B	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:4932]	protein_coding	6	31321649	31324219	6.69447362747748e-05	0.000592185501692085	0.000206303470508845	0.0201	6.69447362747748e-05	0.0201	0.000592185501692085	0.0201	no	ENSG00000234745	HLA-B	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:4932]	protein_coding	6	31321649	31324219	-0.0106520830382329	HLA-B	major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:4932]	protein_coding	6	31321649	31324219	-2.74344393548387
ENSG00000225851	HLA-S	major histocompatibility complex, class I, S (pseudogene) [Source:HGNC Symbol;Acc:19395]	pseudogene	6	31349851	31350065	0.00317961017086764	0.00351980089243074	0.00521474796988172	0.00592	0.00317961017086764	0.00592	0.00351980089243074	0.00592	no	ENSG00000225851	HLA-S	major histocompatibility complex, class I, S (pseudogene) [Source:HGNC Symbol;Acc:19395]	pseudogene	6	31349851	31350065	-0.018801455032678	HLA-S	major histocompatibility complex, class I, S (pseudogene) [Source:HGNC Symbol;Acc:19395]	pseudogene	6	31349851	31350065	-2.50277614285714
ENSG00000272221	XXbac-BPG181B23.7		lincRNA	6	31362066	31363272	0.537306803771805	0.989895298166241	0.00154885664621804	0.000454	0.000454	0.989895298166241	0.989895298166241	0.00154885664621804	no	ENSG00000272221	XXbac-BPG181B23.7		lincRNA	6	31362066	31363272	0.0058041814900615	XXbac-BPG181B23.7		lincRNA	6	31362066	31363272	2.18850111363636
ENSG00000198563	DDX39B	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:HGNC Symbol;Acc:13917]	protein_coding	6	31498010	31510225	0.198240594682357	0.0571723442125236	0.000203847986235937	0.00183	0.000203847986235937	0.198240594682357	0.198240594682357	0.00183	yes	ENSG00000198563	DDX39B	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:HGNC Symbol;Acc:13917]	protein_coding	6	31498010	31510225	-0.00389652399950989	DDX39B	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B [Source:HGNC Symbol;Acc:13917]	protein_coding	6	31498010	31510225	-1.990711
ENSG00000204439	C6orf47	chromosome 6 open reading frame 47 [Source:HGNC Symbol;Acc:19076]	protein_coding	6	31626075	31628549	0.0078074422982846	0.0012263449126919	NA	NA	NA	NA	0.0078074422982846	NA	yes	ENSG00000204439	C6orf47	chromosome 6 open reading frame 47 [Source:HGNC Symbol;Acc:19076]	protein_coding	6	31626075	31628549	-0.00573845623502037	NA	NA	NA	NA	NA	NA	NA
ENSG00000204421	LY6G6C	lymphocyte antigen 6 complex, locus G6C [Source:HGNC Symbol;Acc:13936]	protein_coding	6	31686425	31689622	1.56485946272305e-05	0.000194166990582918	0.0393577783755332	0.00162	1.56485946272305e-05	0.0393577783755332	0.000194166990582918	0.0393577783755332	yes	ENSG00000204421	LY6G6C	lymphocyte antigen 6 complex, locus G6C [Source:HGNC Symbol;Acc:13936]	protein_coding	6	31686425	31689622	0.00268515159698891	LY6G6C	lymphocyte antigen 6 complex, locus G6C [Source:HGNC Symbol;Acc:13936]	protein_coding	6	31686425	31689622	1.1858025
ENSG00000213722	DDAH2	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:2716]	protein_coding	6	31694815	31698357	0.114867491227193	0.0327590861218339	0.00532447164881072	0.00303	0.00303	0.114867491227193	0.114867491227193	0.00532447164881072	yes	ENSG00000213722	DDAH2	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:2716]	protein_coding	6	31694815	31698357	0.0051213228316492	DDAH2	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:2716]	protein_coding	6	31694815	31698357	0.955703818181818
ENSG00000166278	C2	complement component 2 [Source:HGNC Symbol;Acc:1248]	protein_coding	6	31865562	31913426	1.9089433412945e-05	0.000180986551651723	0.00513131818494648	0.0127	1.9089433412945e-05	0.0127	0.000180986551651723	0.0127	yes	ENSG00000166278	C2	complement component 2 [Source:HGNC Symbol;Acc:1248]	protein_coding	6	31865562	31913426	-0.00567620144235076	C2	complement component 2 [Source:HGNC Symbol;Acc:1248]	protein_coding	6	31865562	31913426	-1.30353
ENSG00000231852	CYP21A2	cytochrome P450, family 21, subfamily A, polypeptide 2 [Source:HGNC Symbol;Acc:2600]	protein_coding	6	32006042	32009447	0.00377197614509328	0.00148337330858496	0.000773852203662018	0.00259	0.000773852203662018	0.00377197614509328	0.00377197614509328	0.00259	yes	ENSG00000231852	CYP21A2	cytochrome P450, family 21, subfamily A, polypeptide 2 [Source:HGNC Symbol;Acc:2600]	protein_coding	6	32006042	32009447	-0.0102321468567012	CYP21A2	cytochrome P450, family 21, subfamily A, polypeptide 2 [Source:HGNC Symbol;Acc:2600]	protein_coding	6	32006042	32009447	-2.38749694285714
