ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanPredBeta
ENSG00000101457	DNTTIP1	deoxynucleotidyltransferase, terminal, interacting protein 1 [Source:HGNC Symbol;Acc:16160]	protein_coding	20	44420576	44440066	-0.0029345682144134
ENSG00000101460	MAP1LC3A	microtubule-associated protein 1 light chain 3 alpha [Source:HGNC Symbol;Acc:6838]	protein_coding	20	33134658	33148149	0.00343806926680721
ENSG00000101463	SYNDIG1	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:15885]	protein_coding	20	24449835	24647252	0.00105970376219568
ENSG00000101464	PIGU	phosphatidylinositol glycan anchor biosynthesis, class U [Source:HGNC Symbol;Acc:15791]	protein_coding	20	33148346	33264910	0.00147012633690042
ENSG00000101470	TNNC2	troponin C type 2 (fast) [Source:HGNC Symbol;Acc:11944]	protein_coding	20	44451853	44462384	-2.26412500885922e-05
ENSG00000101473	ACOT8	acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:15919]	protein_coding	20	44471915	44486045	0.00126573504320887
ENSG00000101474	APMAP	adipocyte plasma membrane associated protein [Source:HGNC Symbol;Acc:13238]	protein_coding	20	24943561	24973615	0.00159499798842691
ENSG00000101489	CELF4	CUGBP, Elav-like family member 4 [Source:HGNC Symbol;Acc:14015]	protein_coding	18	34823010	35146000	-0.0013130452763623
ENSG00000101493	ZNF516	zinc finger protein 516 [Source:HGNC Symbol;Acc:28990]	protein_coding	18	74069644	74207146	0.000392596543309545
ENSG00000101542	CDH20	cadherin 20, type 2 [Source:HGNC Symbol;Acc:1760]	protein_coding	18	59000815	59223006	0.00215819047745533
ENSG00000101544	ADNP2	ADNP homeobox 2 [Source:HGNC Symbol;Acc:23803]	protein_coding	18	77866915	77905406	0.00114268403851966
ENSG00000101546	RBFA	ribosome binding factor A (putative) [Source:HGNC Symbol;Acc:26120]	protein_coding	18	77794358	77806397	0.00180213900364932
ENSG00000101557	USP14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) [Source:HGNC Symbol;Acc:12612]	protein_coding	18	158383	214520	-0.00175626611103346
ENSG00000101558	VAPA	VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa [Source:HGNC Symbol;Acc:12648]	protein_coding	18	9913999	9960018	-0.00173509355997219
ENSG00000101574	METTL4	methyltransferase like 4 [Source:HGNC Symbol;Acc:24726]	protein_coding	18	2537524	2571508	0.00350541043583596
ENSG00000101577	LPIN2	lipin 2 [Source:HGNC Symbol;Acc:14450]	protein_coding	18	2916992	3013313	0.00256284064573163
ENSG00000101596	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1 [Source:HGNC Symbol;Acc:29090]	protein_coding	18	2655737	2805015	0.000204703415968508
ENSG00000101605	MYOM1	myomesin 1 [Source:HGNC Symbol;Acc:7613]	protein_coding	18	3066805	3220106	0.00206396906040966
ENSG00000101608	MYL12A	myosin, light chain 12A, regulatory, non-sarcomeric [Source:HGNC Symbol;Acc:16701]	protein_coding	18	3247479	3256234	-0.00135930594609549
ENSG00000101624	CEP76	centrosomal protein 76kDa [Source:HGNC Symbol;Acc:25727]	protein_coding	18	12661832	12701112	0.00013564149897242
ENSG00000101638	ST8SIA5	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5 [Source:HGNC Symbol;Acc:17827]	protein_coding	18	44259081	44339220	0.00360136090855877
ENSG00000101639	CEP192	centrosomal protein 192kDa [Source:HGNC Symbol;Acc:25515]	protein_coding	18	12991361	13125051	0.00401571622939859
ENSG00000101654	RNMT	RNA (guanine-7-) methyltransferase [Source:HGNC Symbol;Acc:10075]	protein_coding	18	13726663	13764557	-0.00061389532481862
ENSG00000101665	SMAD7	SMAD family member 7 [Source:HGNC Symbol;Acc:6773]	protein_coding	18	46446223	46477081	0.00276687526391782
ENSG00000101670	LIPG	lipase, endothelial [Source:HGNC Symbol;Acc:6623]	protein_coding	18	47087069	47119272	-0.000731590977794929
ENSG00000101680	LAMA1	laminin, alpha 1 [Source:HGNC Symbol;Acc:6481]	protein_coding	18	6941743	7117813	-0.00237374293649272
ENSG00000101695	RNF125	ring finger protein 125, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:21150]	protein_coding	18	29598335	29653176	0.000247718665356911
ENSG00000101745	ANKRD12	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:29135]	protein_coding	18	9136758	9285983	0.00102493872433699
ENSG00000101746	NOL4	nucleolar protein 4 [Source:HGNC Symbol;Acc:7870]	protein_coding	18	31431064	31804916	0.00332568962918764
ENSG00000101751	POLI	polymerase (DNA directed) iota [Source:HGNC Symbol;Acc:9182]	protein_coding	18	51795774	51847636	-0.00109000298415178
ENSG00000101752	MIB1	mindbomb E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:21086]	protein_coding	18	19284918	19450918	0.00324926243347761
ENSG00000101773	RBBP8	retinoblastoma binding protein 8 [Source:HGNC Symbol;Acc:9891]	protein_coding	18	20378224	20606451	0.00342357280699104
ENSG00000101782	RIOK3	RIO kinase 3 [Source:HGNC Symbol;Acc:11451]	protein_coding	18	21032787	21066567	-0.000136613154833227
ENSG00000101898	RP3-324O17.4		pseudogene	20	30135496	30135852	0.000796912284670412
ENSG00000102189	EEA1	early endosome antigen 1 [Source:HGNC Symbol;Acc:3185]	protein_coding	12	93166232	93323107	-0.00189516381534094
ENSG00000102445	KIAA0226L	KIAA0226-like [Source:HGNC Symbol;Acc:20420]	protein_coding	13	46916139	46964177	-0.00251773628408674
ENSG00000102452	NALCN	sodium leak channel, non-selective [Source:HGNC Symbol;Acc:19082]	protein_coding	13	101706130	102068843	0.00155778100883724
ENSG00000102466	FGF14	fibroblast growth factor 14 [Source:HGNC Symbol;Acc:3671]	protein_coding	13	102372134	103054124	0.00225951605804362
ENSG00000102468	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled [Source:HGNC Symbol;Acc:5293]	protein_coding	13	47405685	47471169	0.000147427657309078
ENSG00000102471	NDFIP2	Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:18537]	protein_coding	13	80055367	80130210	5.33949544688178e-05
ENSG00000102524	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b [Source:HGNC Symbol;Acc:11929]	protein_coding	13	108903588	108960832	0.00221141837473653
ENSG00000102531	FNDC3A	fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:20296]	protein_coding	13	49550048	49783915	-0.000221091658198413
ENSG00000102543	CDADC1	cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:20299]	protein_coding	13	49822047	49867618	0.000971328153413794
ENSG00000102547	CAB39L	calcium binding protein 39-like [Source:HGNC Symbol;Acc:20290]	protein_coding	13	49882786	50018262	-0.00386729569512881
ENSG00000102554	KLF5	Kruppel-like factor 5 (intestinal) [Source:HGNC Symbol;Acc:6349]	protein_coding	13	73629114	73651676	0.0011763630005425
ENSG00000102572	STK24	serine/threonine kinase 24 [Source:HGNC Symbol;Acc:11403]	protein_coding	13	99102455	99229122	0.00374532517399504
ENSG00000102575	ACP5	acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:124]	protein_coding	19	11685475	11689823	0.000799329944868623
ENSG00000102580	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3 [Source:HGNC Symbol;Acc:9439]	protein_coding	13	96329393	96447243	-0.00290568037881362
ENSG00000102595	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:15664]	protein_coding	13	96453834	96705736	-0.00571687816790568
ENSG00000102606	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7 [Source:HGNC Symbol;Acc:15607]	protein_coding	13	111767266	111958084	0.00161592964897196
ENSG00000102678	FGF9	fibroblast growth factor 9 [Source:HGNC Symbol;Acc:3687]	protein_coding	13	22245522	22278637	-0.00124864343554341
ENSG00000102683	SGCG	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein) [Source:HGNC Symbol;Acc:10809]	protein_coding	13	23755091	23899304	-0.00188521065342835
ENSG00000102699	PARP4	poly (ADP-ribose) polymerase family, member 4 [Source:HGNC Symbol;Acc:271]	protein_coding	13	24995064	25086948	-0.000464289987109889
ENSG00000102710	SUPT20H	suppressor of Ty 20 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:20596]	protein_coding	13	37583751	37633850	-0.00071845719694861
ENSG00000102738	MRPS31	mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:16632]	protein_coding	13	41303432	41345309	0.00100829629047114
ENSG00000102743	SLC25A15	solute carrier family 25 (mitochondrial carrier; ornithine transporter) member 15 [Source:HGNC Symbol;Acc:10985]	protein_coding	13	41363548	41384247	0.000671607511241059
ENSG00000102753	KPNA3	karyopherin alpha 3 (importin alpha 4) [Source:HGNC Symbol;Acc:6396]	protein_coding	13	50273447	50367057	0.00100577665869988
ENSG00000102755	FLT1	fms-related tyrosine kinase 1 [Source:HGNC Symbol;Acc:3763]	protein_coding	13	28874489	29069265	-0.00155757631947344
ENSG00000102760	RGCC	regulator of cell cycle [Source:HGNC Symbol;Acc:20369]	protein_coding	13	42031695	42045018	-0.00297328493508087
ENSG00000102763	VWA8	von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:29071]	protein_coding	13	42140973	42535256	0.00113456177384152
ENSG00000102780	DGKH	diacylglycerol kinase, eta [Source:HGNC Symbol;Acc:2854]	protein_coding	13	42614176	42830714	0.0012181554612323
ENSG00000102781	KATNAL1	katanin p60 subunit A-like 1 [Source:HGNC Symbol;Acc:28361]	protein_coding	13	30776767	30881621	-0.000494220029931555
ENSG00000102786	INTS6	integrator complex subunit 6 [Source:HGNC Symbol;Acc:14879]	protein_coding	13	51928213	52027728	-7.72537281458535e-05
ENSG00000102796	DHRS12	dehydrogenase/reductase (SDR family) member 12 [Source:HGNC Symbol;Acc:25832]	protein_coding	13	52342129	52378293	0.00137753635233557
ENSG00000102802	MEDAG	mesenteric estrogen-dependent adipogenesis [Source:HGNC Symbol;Acc:25926]	protein_coding	13	31480328	31499709	-0.00163571995479283
ENSG00000102804	TSC22D1	TSC22 domain family, member 1 [Source:HGNC Symbol;Acc:16826]	protein_coding	13	45007655	45151283	0.000754828967883422
ENSG00000102805	CLN5	ceroid-lipofuscinosis, neuronal 5 [Source:HGNC Symbol;Acc:2076]	protein_coding	13	77564795	77576652	-0.00253849746099601
ENSG00000102837	OLFM4	olfactomedin 4 [Source:HGNC Symbol;Acc:17190]	protein_coding	13	53602894	53626192	-0.00410526868154709
ENSG00000102854	MSLN	mesothelin [Source:HGNC Symbol;Acc:7371]	protein_coding	16	810762	818865	0.00724576672491372
ENSG00000102858	MGRN1	mahogunin ring finger 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:20254]	protein_coding	16	4666494	4740975	-0.00703429504108596
ENSG00000102870	ZNF629	zinc finger protein 629 [Source:HGNC Symbol;Acc:29008]	protein_coding	16	30791474	30798523	0.0021529627413758
ENSG00000102871	TRADD	TNFRSF1A-associated via death domain [Source:HGNC Symbol;Acc:12030]	protein_coding	16	67188083	67194201	0.00181573898219481
ENSG00000102878	HSF4	heat shock transcription factor 4 [Source:HGNC Symbol;Acc:5227]	protein_coding	16	67198474	67203848	0.000880281574866517
ENSG00000102879	CORO1A	coronin, actin binding protein, 1A [Source:HGNC Symbol;Acc:2252]	protein_coding	16	30194148	30200397	0.00352135699757075
ENSG00000102882	MAPK3	mitogen-activated protein kinase 3 [Source:HGNC Symbol;Acc:6877]	protein_coding	16	30125426	30134827	0.00496548550393726
ENSG00000102886	GDPD3	glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:28638]	protein_coding	16	30116131	30125177	0.00398865469610371
ENSG00000102890	ELMO3	engulfment and cell motility 3 [Source:HGNC Symbol;Acc:17289]	protein_coding	16	67233014	67237932	-0.000528835187837328
ENSG00000102891	MT4	metallothionein 4 [Source:HGNC Symbol;Acc:18705]	protein_coding	16	56598961	56602869	0.0101215636259514
ENSG00000102893	PHKB	phosphorylase kinase, beta [Source:HGNC Symbol;Acc:8927]	protein_coding	16	47495186	47735434	-0.00141173138184888
ENSG00000102897	LYRM1	LYR motif containing 1 [Source:HGNC Symbol;Acc:25074]	protein_coding	16	20911190	20936328	0.000378879234774655
ENSG00000102898	NUTF2	nuclear transport factor 2 [Source:HGNC Symbol;Acc:13722]	protein_coding	16	67880635	67906470	0.000300003708621688
ENSG00000102900	NUP93	nucleoporin 93kDa [Source:HGNC Symbol;Acc:28958]	protein_coding	16	56764017	56878797	-0.00127674077320743
ENSG00000102901	CENPT	centromere protein T [Source:HGNC Symbol;Acc:25787]	protein_coding	16	67862060	67881714	0.000923490935247017
ENSG00000102904	TSNAXIP1	translin-associated factor X interacting protein 1 [Source:HGNC Symbol;Acc:18586]	protein_coding	16	67840668	67866051	0.000212511521204318
ENSG00000102908	NFAT5	nuclear factor of activated T-cells 5, tonicity-responsive [Source:HGNC Symbol;Acc:7774]	protein_coding	16	69598997	69738569	0.00213523610857551
ENSG00000102910	LONP2	lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:20598]	protein_coding	16	48278207	48391260	0.00570873812188594
ENSG00000102924	CBLN1	cerebellin 1 precursor [Source:HGNC Symbol;Acc:1543]	protein_coding	16	49311828	49315742	-0.00109153552449576
ENSG00000102931	ARL2BP	ADP-ribosylation factor-like 2 binding protein [Source:HGNC Symbol;Acc:17146]	protein_coding	16	57279010	57287516	-0.0017426701678658
ENSG00000102934	PLLP	plasmolipin [Source:HGNC Symbol;Acc:18553]	protein_coding	16	57290004	57318599	-0.000970504988563754
ENSG00000102935	ZNF423	zinc finger protein 423 [Source:HGNC Symbol;Acc:16762]	protein_coding	16	49521435	49891830	-0.00245364815330606
ENSG00000102962	CCL22	chemokine (C-C motif) ligand 22 [Source:HGNC Symbol;Acc:10621]	protein_coding	16	57392684	57400102	0.000197330623922819
ENSG00000102967	DHODH	dihydroorotate dehydrogenase (quinone) [Source:HGNC Symbol;Acc:2867]	protein_coding	16	72042487	72058954	-0.00056123883934714
ENSG00000102970	CCL17	chemokine (C-C motif) ligand 17 [Source:HGNC Symbol;Acc:10615]	protein_coding	16	57438679	57449974	0.00120911793039679
ENSG00000102974	CTCF	CCCTC-binding factor (zinc finger protein) [Source:HGNC Symbol;Acc:13723]	protein_coding	16	67596310	67673086	-0.000794337763473466
ENSG00000102977	ACD	adrenocortical dysplasia homolog (mouse) [Source:HGNC Symbol;Acc:25070]	protein_coding	16	67691473	67694713	-8.34295061762015e-05
ENSG00000102978	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa [Source:HGNC Symbol;Acc:9189]	protein_coding	16	57496299	57505862	2.4330008288638e-05
ENSG00000102981	PARD6A	par-6 family cell polarity regulator alpha [Source:HGNC Symbol;Acc:15943]	protein_coding	16	67694849	67696681	-0.000130640082432153
ENSG00000102984	ZNF821	zinc finger protein 821 [Source:HGNC Symbol;Acc:28043]	protein_coding	16	71893583	71929151	0.000801025462396888
ENSG00000102996	MMP15	matrix metallopeptidase 15 (membrane-inserted) [Source:HGNC Symbol;Acc:7161]	protein_coding	16	58059470	58080805	0.000661006118456008
ENSG00000103005	USB1	U6 snRNA biogenesis 1 [Source:HGNC Symbol;Acc:25792]	protein_coding	16	58035277	58055522	-0.00311051363798491
ENSG00000103018	CYB5B	cytochrome b5 type B (outer mitochondrial membrane) [Source:HGNC Symbol;Acc:24374]	protein_coding	16	69458428	69500169	-0.000316479906035618
ENSG00000103021	CCDC113	coiled-coil domain containing 113 [Source:HGNC Symbol;Acc:25002]	protein_coding	16	58265061	58317740	0.00140335334886854
ENSG00000103023	PRSS54	protease, serine, 54 [Source:HGNC Symbol;Acc:26336]	protein_coding	16	58318309	58328951	-0.00056854784211428
ENSG00000103024	NME3	NME/NM23 nucleoside diphosphate kinase 3 [Source:HGNC Symbol;Acc:7851]	protein_coding	16	1820319	1821731	0.000397073998271018
ENSG00000103034	NDRG4	NDRG family member 4 [Source:HGNC Symbol;Acc:14466]	protein_coding	16	58496750	58547532	-0.00137541063765634
ENSG00000103035	PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 [Source:HGNC Symbol;Acc:9565]	protein_coding	16	74330673	74340152	0.00019933631091768
ENSG00000103037	SETD6	SET domain containing 6 [Source:HGNC Symbol;Acc:26116]	protein_coding	16	58549383	58553854	-0.00347315257395194
ENSG00000103042	SLC38A7	solute carrier family 38, member 7 [Source:HGNC Symbol;Acc:25582]	protein_coding	16	58699013	58719008	0.0018867770315007
ENSG00000103043	VAC14	Vac14 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25507]	protein_coding	16	70721342	70835064	0.000519840750385408
ENSG00000103044	HAS3	hyaluronan synthase 3 [Source:HGNC Symbol;Acc:4820]	protein_coding	16	69139467	69151571	-0.000403083098765242
ENSG00000103047	TANGO6	transport and golgi organization 6 homolog (Drosophila) [Source:HGNC Symbol;Acc:25749]	protein_coding	16	68877509	69119083	-0.00234715360443725
ENSG00000103051	COG4	component of oligomeric golgi complex 4 [Source:HGNC Symbol;Acc:18620]	protein_coding	16	70514471	70557468	0.000383716753938024
ENSG00000103056	SMPD3	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) [Source:HGNC Symbol;Acc:14240]	protein_coding	16	68392457	68482591	0.00169562466531181
ENSG00000103061	SLC7A6OS	solute carrier family 7, member 6 opposite strand [Source:HGNC Symbol;Acc:25807]	protein_coding	16	68318406	68344848	-3.46290842031052e-05
ENSG00000103064	SLC7A6	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6 [Source:HGNC Symbol;Acc:11064]	protein_coding	16	68298433	68335722	0.000668178814483602
ENSG00000103066	PLA2G15	phospholipase A2, group XV [Source:HGNC Symbol;Acc:17163]	protein_coding	16	68279207	68294961	-0.0010138470139738
ENSG00000103067	ESRP2	epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:26152]	protein_coding	16	68263163	68272005	-0.00130525104246534
ENSG00000103089	FA2H	fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:21197]	protein_coding	16	74746853	74808729	0.00266747242709966
ENSG00000103091	WDR59	WD repeat domain 59 [Source:HGNC Symbol;Acc:25706]	protein_coding	16	74907468	75034071	-0.00031542099940516
ENSG00000103111	MON1B	MON1 secretory trafficking family member B [Source:HGNC Symbol;Acc:25020]	protein_coding	16	77224732	77236302	0.00351402618435879
ENSG00000103121	CMC2	C-x(9)-C motif containing 2 [Source:HGNC Symbol;Acc:24447]	protein_coding	16	81009698	81034939	0.000900771742401095
ENSG00000103126	AXIN1	axin 1 [Source:HGNC Symbol;Acc:903]	protein_coding	16	337440	402673	6.92481454571105e-06
ENSG00000103145	HCFC1R1	host cell factor C1 regulator 1 (XPO1 dependent) [Source:HGNC Symbol;Acc:21198]	protein_coding	16	3072621	3074031	0.000223301083779086
ENSG00000103148	NPRL3	nitrogen permease regulator-like 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:14124]	protein_coding	16	135385	188859	-0.00369951998752057
ENSG00000103150	MLYCD	malonyl-CoA decarboxylase [Source:HGNC Symbol;Acc:7150]	protein_coding	16	83932731	83949787	-0.00272977360964133
ENSG00000103152	MPG	N-methylpurine-DNA glycosylase [Source:HGNC Symbol;Acc:7211]	protein_coding	16	127006	133255	-0.0012591944636826
ENSG00000103154	NECAB2	N-terminal EF-hand calcium binding protein 2 [Source:HGNC Symbol;Acc:23746]	protein_coding	16	84002237	84036381	0.000589064014894777
ENSG00000103160	HSDL1	hydroxysteroid dehydrogenase like 1 [Source:HGNC Symbol;Acc:16475]	protein_coding	16	84155886	84178793	0.000348185238857586
ENSG00000103168	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa [Source:HGNC Symbol;Acc:11534]	protein_coding	16	84211525	84220669	0.00687882418400216
ENSG00000103174	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:17378]	protein_coding	16	5074845	5084142	0.000451342615674853
ENSG00000103175	WFDC1	WAP four-disulfide core domain 1 [Source:HGNC Symbol;Acc:15466]	protein_coding	16	84328252	84363450	-0.00171933323201323
ENSG00000103184	SEC14L5	SEC14-like 5 (S. cerevisiae) [Source:HGNC Symbol;Acc:29032]	protein_coding	16	5008318	5069159	-0.000379572856896505
ENSG00000103187	COTL1	coactosin-like 1 (Dictyostelium) [Source:HGNC Symbol;Acc:18304]	protein_coding	16	84599200	84651683	-0.000889126177975169
ENSG00000103194	USP10	ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:12608]	protein_coding	16	84733584	84813528	0.000497846323330108
ENSG00000103196	CRISPLD2	cysteine-rich secretory protein LCCL domain containing 2 [Source:HGNC Symbol;Acc:25248]	protein_coding	16	84853590	84954374	-0.000140110363993191
ENSG00000103197	TSC2	tuberous sclerosis 2 [Source:HGNC Symbol;Acc:12363]	protein_coding	16	2097466	2138710	-0.000125608640957104
ENSG00000103199	ZNF500	zinc finger protein 500 [Source:HGNC Symbol;Acc:23716]	protein_coding	16	4798240	4817625	0.00265244269950667
ENSG00000103200	RP11-723C11.2		pseudogene	7	140135116	140135587	0.000466089034127872
ENSG00000103202	NME4	NME/NM23 nucleoside diphosphate kinase 4 [Source:HGNC Symbol;Acc:7852]	protein_coding	16	446725	450759	0.00244172758621886
ENSG00000103222	ABCC1	ATP-binding cassette, sub-family C (CFTR/MRP), member 1 [Source:HGNC Symbol;Acc:51]	protein_coding	16	16043434	16236931	-0.000763598729343098
ENSG00000103226	NOMO3	NODAL modulator 3 [Source:HGNC Symbol;Acc:25242]	protein_coding	16	16326352	16388668	0.000251159534558667
ENSG00000103227	LMF1	lipase maturation factor 1 [Source:HGNC Symbol;Acc:14154]	protein_coding	16	903634	1020999	-0.000132855100369552
ENSG00000103241	FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:3809]	protein_coding	16	86544133	86548076	-0.00557819160347733
ENSG00000103245	NARFL	nuclear prelamin A recognition factor-like [Source:HGNC Symbol;Acc:14179]	protein_coding	16	779753	791329	0.0058019857972709
ENSG00000103248	MTHFSD	methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:25778]	protein_coding	16	86563782	86588841	-0.000978286882101184
ENSG00000103249	CLCN7	chloride channel, voltage-sensitive 7 [Source:HGNC Symbol;Acc:2025]	protein_coding	16	1494935	1525581	0.0010142798435807
ENSG00000103253	HAGHL	hydroxyacylglutathione hydrolase-like [Source:HGNC Symbol;Acc:14177]	protein_coding	16	776936	785525	0.00240372797827296
ENSG00000103254	FAM173A	family with sequence similarity 173, member A [Source:HGNC Symbol;Acc:14152]	protein_coding	16	770975	772581	0.00138169114513581
ENSG00000103257	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5 [Source:HGNC Symbol;Acc:11063]	protein_coding	16	87863629	87903094	-0.00109677845660537
ENSG00000103260	METRN	meteorin, glial cell differentiation regulator [Source:HGNC Symbol;Acc:14151]	protein_coding	16	765115	769655	0.00128897170036155
ENSG00000103264	FBXO31	F-box protein 31 [Source:HGNC Symbol;Acc:16510]	protein_coding	16	87361033	87423366	0.0011215842137511
ENSG00000103266	STUB1	STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:11427]	protein_coding	16	730224	731603	0.000879809236532271
ENSG00000103269	RHBDL1	rhomboid, veinlet-like 1 (Drosophila) [Source:HGNC Symbol;Acc:10007]	protein_coding	16	725666	728268	0.00205221360687816
ENSG00000103274	NUBP1	nucleotide binding protein 1 [Source:HGNC Symbol;Acc:8041]	protein_coding	16	10837643	10859001	-0.00266672694369051
ENSG00000103275	UBE2I	ubiquitin-conjugating enzyme E2I [Source:HGNC Symbol;Acc:12485]	protein_coding	16	1355548	1377019	-0.00194019402355409
ENSG00000103310	ZP2	zona pellucida glycoprotein 2 (sperm receptor) [Source:HGNC Symbol;Acc:13188]	protein_coding	16	21208773	21225831	-1.74666635618533e-05
ENSG00000103313	MEFV	Mediterranean fever [Source:HGNC Symbol;Acc:6998]	protein_coding	16	3292028	3306627	0.000318780509996823
ENSG00000103316	CRYM	crystallin, mu [Source:HGNC Symbol;Acc:2418]	protein_coding	16	21250195	21314404	-0.00359120731695719
ENSG00000103319	EEF2K	eukaryotic elongation factor-2 kinase [Source:HGNC Symbol;Acc:24615]	protein_coding	16	22217603	22298554	0.00339059852474794
ENSG00000103326	CAPN15	calpain 15 [Source:HGNC Symbol;Acc:11182]	protein_coding	16	577717	604636	-0.00261542932277002
ENSG00000103335	PIEZO1	piezo-type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:28993]	protein_coding	16	88781795	88851619	-0.000230478862050992
ENSG00000103342	GSPT1	G1 to S phase transition 1 [Source:HGNC Symbol;Acc:4621]	protein_coding	16	11961985	12009939	0.00257433418148501
ENSG00000103343	ZNF174	zinc finger protein 174 [Source:HGNC Symbol;Acc:12963]	protein_coding	16	3451235	3459370	-0.00305350997703058
ENSG00000103351	CLUAP1	clusterin associated protein 1 [Source:HGNC Symbol;Acc:19009]	protein_coding	16	3550924	3589032	-0.00413569415736626
ENSG00000103353	UBFD1	ubiquitin family domain containing 1 [Source:HGNC Symbol;Acc:30565]	protein_coding	16	23568499	23585710	0.00159437620687261
ENSG00000103355	PRSS33	protease, serine, 33 [Source:HGNC Symbol;Acc:30405]	protein_coding	16	2833954	2837949	0.000826555307960206
ENSG00000103356	EARS2	glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:29419]	protein_coding	16	23533335	23568391	0.00311317097522122
ENSG00000103365	GGA2	golgi-associated, gamma adaptin ear containing, ARF binding protein 2 [Source:HGNC Symbol;Acc:16064]	protein_coding	16	23474863	23533316	0.00133978608935607
ENSG00000103375	AQP8	aquaporin 8 [Source:HGNC Symbol;Acc:642]	protein_coding	16	25227052	25240261	-0.00594454090810301
ENSG00000103381	CPPED1	calcineurin-like phosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:25632]	protein_coding	16	12756919	12897874	-0.000676021424018659
ENSG00000103404	USP31	ubiquitin specific peptidase 31 [Source:HGNC Symbol;Acc:20060]	protein_coding	16	23075495	23160591	-0.00174988323827036
ENSG00000103415	HMOX2	heme oxygenase (decycling) 2 [Source:HGNC Symbol;Acc:5014]	protein_coding	16	4525925	4560348	0.00299614056519693
ENSG00000103423	DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3 [Source:HGNC Symbol;Acc:11808]	protein_coding	16	4475806	4506776	0.000769253383302574
ENSG00000103429	BFAR	bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:17613]	protein_coding	16	14726672	14763093	-0.000521182445471025
ENSG00000103449	SALL1	spalt-like transcription factor 1 [Source:HGNC Symbol;Acc:10524]	protein_coding	16	51169886	51185278	-0.000225781567286413
ENSG00000103460	TOX3	TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:11972]	protein_coding	16	52471917	52581714	0.00229434459650358
ENSG00000103472	RRN3P2	RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 2 [Source:HGNC Symbol;Acc:37619]	pseudogene	16	29086163	29128039	0.00286228537314531
ENSG00000103479	RBL2	retinoblastoma-like 2 (p130) [Source:HGNC Symbol;Acc:9894]	protein_coding	16	53467889	53524951	-0.00406804388677876
ENSG00000103485	QPRT	quinolinate phosphoribosyltransferase [Source:HGNC Symbol;Acc:9755]	protein_coding	16	29690329	29710020	-0.000736445524540625
ENSG00000103489	XYLT1	xylosyltransferase I [Source:HGNC Symbol;Acc:15516]	protein_coding	16	17195626	17564738	-0.000138197586564321
