ENSG_ID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000095932	C19orf77	chromosome 19 open reading frame 77 [Source:HGNC Symbol;Acc:37244]	protein_coding	19	3474405	3480540
ENSG00000095951	HIVEP1	human immunodeficiency virus type I enhancer binding protein 1 [Source:HGNC Symbol;Acc:4920]	protein_coding	6	12009090	12165232
ENSG00000095970	TREM2	triggering receptor expressed on myeloid cells 2 [Source:HGNC Symbol;Acc:17761]	protein_coding	6	41126244	41130924
ENSG00000096006	CRISP3	cysteine-rich secretory protein 3 [Source:HGNC Symbol;Acc:16904]	protein_coding	6	49695097	49712150
ENSG00000096063	SRPK1	SRSF protein kinase 1 [Source:HGNC Symbol;Acc:11305]	protein_coding	6	35800743	35889119
ENSG00000096070	BRPF3	bromodomain and PHD finger containing, 3 [Source:HGNC Symbol;Acc:14256]	protein_coding	6	36164521	36200567
ENSG00000096088	PGC	progastricsin (pepsinogen C) [Source:HGNC Symbol;Acc:8890]	protein_coding	6	41704449	41721847
ENSG00000096092	TMEM14A	transmembrane protein 14A [Source:HGNC Symbol;Acc:21076]	protein_coding	6	52535907	52551386
ENSG00000096093	EFHC1	EF-hand domain (C-terminal) containing 1 [Source:HGNC Symbol;Acc:16406]	protein_coding	6	52285106	52387892
ENSG00000096384	HSP90AB1	heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:5258]	protein_coding	6	44214824	44221620
ENSG00000096395	MLN	motilin [Source:HGNC Symbol;Acc:7141]	protein_coding	6	33762450	33771788
ENSG00000096401	CDC5L	cell division cycle 5-like [Source:HGNC Symbol;Acc:1743]	protein_coding	6	44355262	44418163
ENSG00000096433	ITPR3	inositol 1,4,5-trisphosphate receptor, type 3 [Source:HGNC Symbol;Acc:6182]	protein_coding	6	33588142	33664351
ENSG00000096654	ZNF184	zinc finger protein 184 [Source:HGNC Symbol;Acc:12975]	protein_coding	6	27418522	27440897
ENSG00000096696	DSP	desmoplakin [Source:HGNC Symbol;Acc:3052]	protein_coding	6	7541808	7586950
ENSG00000096717	SIRT1	sirtuin 1 [Source:HGNC Symbol;Acc:14929]	protein_coding	10	69644427	69678147
ENSG00000096746	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9) [Source:HGNC Symbol;Acc:5043]	protein_coding	10	70090931	70102948
ENSG00000096872	IFT74	intraflagellar transport 74 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:21424]	protein_coding	9	26956371	27062928
ENSG00000096968	JAK2	Janus kinase 2 [Source:HGNC Symbol;Acc:6192]	protein_coding	9	4985033	5128183
ENSG00000096996	IL12RB1	interleukin 12 receptor, beta 1 [Source:HGNC Symbol;Acc:5971]	protein_coding	19	18169805	18209754
ENSG00000097007	ABL1	c-abl oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:76]	protein_coding	9	133589333	133763062
ENSG00000097021	ACOT7	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:24157]	protein_coding	1	6324329	6453614
ENSG00000097033	SH3GLB1	SH3-domain GRB2-like endophilin B1 [Source:HGNC Symbol;Acc:10833]	protein_coding	1	87170259	87213867
ENSG00000097046	CDC7	cell division cycle 7 [Source:HGNC Symbol;Acc:1745]	protein_coding	1	91966408	91991321
ENSG00000097096	SYDE2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans) [Source:HGNC Symbol;Acc:25841]	protein_coding	1	85622556	85666729
ENSG00000099139	PCSK5	proprotein convertase subtilisin/kexin type 5 [Source:HGNC Symbol;Acc:8747]	protein_coding	9	78505560	78977255
ENSG00000099194	SCD	stearoyl-CoA desaturase (delta-9-desaturase) [Source:HGNC Symbol;Acc:10571]	protein_coding	10	102106881	102124591
ENSG00000099203	TMED1	transmembrane emp24 protein transport domain containing 1 [Source:HGNC Symbol;Acc:17291]	protein_coding	19	10943114	10946994
ENSG00000099204	ABLIM1	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:78]	protein_coding	10	116190872	116444762
ENSG00000099219	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:23703]	protein_coding	9	5765076	5833117
ENSG00000099246	RAB18	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:14244]	protein_coding	10	27793197	27831143
ENSG00000099250	NRP1	neuropilin 1 [Source:HGNC Symbol;Acc:8004]	protein_coding	10	33466420	33625190
ENSG00000099251	HSD17B7P2	hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 2 [Source:HGNC Symbol;Acc:28120]	pseudogene	10	38645305	38667433
ENSG00000099256	PRTFDC1	phosphoribosyl transferase domain containing 1 [Source:HGNC Symbol;Acc:23333]	protein_coding	10	25137536	25241533
ENSG00000099260	PALMD	palmdelphin [Source:HGNC Symbol;Acc:15846]	protein_coding	1	100111499	100160097
ENSG00000099282	TSPAN15	tetraspanin 15 [Source:HGNC Symbol;Acc:23298]	protein_coding	10	71211229	71267425
ENSG00000099284	H2AFY2	H2A histone family, member Y2 [Source:HGNC Symbol;Acc:14453]	protein_coding	10	71812552	71872029
ENSG00000099290	FAM21A	family with sequence similarity 21, member A [Source:HGNC Symbol;Acc:23416]	protein_coding	10	51827648	51893269
ENSG00000099308	MAST3	microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:19036]	protein_coding	19	18208603	18262502
ENSG00000099326	MZF1	myeloid zinc finger 1 [Source:HGNC Symbol;Acc:13108]	protein_coding	19	59073299	59083944
ENSG00000099330	OCEL1	occludin/ELL domain containing 1 [Source:HGNC Symbol;Acc:26221]	protein_coding	19	17337013	17340028
ENSG00000099331	MYO9B	myosin IXB [Source:HGNC Symbol;Acc:7609]	protein_coding	19	17186591	17325346
ENSG00000099337	KCNK6	potassium channel, subfamily K, member 6 [Source:HGNC Symbol;Acc:6281]	protein_coding	19	38810484	38819660
ENSG00000099338	CATSPERG	catsper channel auxiliary subunit gamma [Source:HGNC Symbol;Acc:25243]	protein_coding	19	38826415	38861589
ENSG00000099341	PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8 [Source:HGNC Symbol;Acc:9566]	protein_coding	19	38865176	38874464
ENSG00000099365	STX1B	syntaxin 1B [Source:HGNC Symbol;Acc:18539]	protein_coding	16	31000577	31021949
ENSG00000099377	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7 [Source:HGNC Symbol;Acc:18324]	protein_coding	16	30996519	31000473
ENSG00000099381	SETD1A	SET domain containing 1A [Source:HGNC Symbol;Acc:29010]	protein_coding	16	30968615	30996437
ENSG00000099385	BCL7C	B-cell CLL/lymphoma 7C [Source:HGNC Symbol;Acc:1006]	protein_coding	16	30844947	30905868
ENSG00000099617	EFNA2	ephrin-A2 [Source:HGNC Symbol;Acc:3222]	protein_coding	19	1286153	1301430
ENSG00000099624	ATP5D	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit [Source:HGNC Symbol;Acc:837]	protein_coding	19	1241749	1244824
ENSG00000099625	C19orf26	chromosome 19 open reading frame 26 [Source:HGNC Symbol;Acc:28617]	protein_coding	19	1228429	1238026
ENSG00000099769	IGFALS	insulin-like growth factor binding protein, acid labile subunit [Source:HGNC Symbol;Acc:5468]	protein_coding	16	1840414	1844972
ENSG00000099783	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:5046]	protein_coding	19	8509651	8553998
ENSG00000099785	MARCH2	membrane-associated ring finger (C3HC4) 2, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:28038]	protein_coding	19	8478154	8503901
ENSG00000099795	NDUFB7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa [Source:HGNC Symbol;Acc:7702]	protein_coding	19	14676890	14682874
ENSG00000099797	TECR	trans-2,3-enoyl-CoA reductase [Source:HGNC Symbol;Acc:4551]	protein_coding	19	14644745	14676792
ENSG00000099800	TIMM13	translocase of inner mitochondrial membrane 13 homolog (yeast) [Source:HGNC Symbol;Acc:11816]	protein_coding	19	2425622	2427635
ENSG00000099804	CDC34	cell division cycle 34 [Source:HGNC Symbol;Acc:1734]	protein_coding	19	531714	542097
ENSG00000099810	MTAP	methylthioadenosine phosphorylase [Source:HGNC Symbol;Acc:7413]	protein_coding	9	21802542	21931646
ENSG00000099812	MISP	mitotic spindle positioning [Source:HGNC Symbol;Acc:27000]	protein_coding	19	751126	764319
ENSG00000099814	CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:20362]	protein_coding	14	105331617	105363107
ENSG00000099817	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa [Source:HGNC Symbol;Acc:9192]	protein_coding	19	1086628	1095598
ENSG00000099821	POLRMT	polymerase (RNA) mitochondrial (DNA directed) [Source:HGNC Symbol;Acc:9200]	protein_coding	19	617223	633597
ENSG00000099822	HCN2	hyperpolarization activated cyclic nucleotide-gated potassium channel 2 [Source:HGNC Symbol;Acc:4846]	protein_coding	19	589893	616708
ENSG00000099834	CDHR5	cadherin-related family member 5 [Source:HGNC Symbol;Acc:7521]	protein_coding	11	616565	626078
ENSG00000099840	IZUMO4	IZUMO family member 4 [Source:HGNC Symbol;Acc:26950]	protein_coding	19	2096673	2099586
ENSG00000099849	RASSF7	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7 [Source:HGNC Symbol;Acc:1166]	protein_coding	11	560404	564021
ENSG00000099864	PALM	paralemmin [Source:HGNC Symbol;Acc:8594]	protein_coding	19	708953	748329
ENSG00000099866	MADCAM1	mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:6765]	protein_coding	19	489176	505347
ENSG00000099869	IGF2-AS	IGF2 antisense RNA [Source:HGNC Symbol;Acc:14062]	antisense	11	2161731	2169894
ENSG00000099875	MKNK2	MAP kinase interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:7111]	protein_coding	19	2037470	2051243
ENSG00000099889	ARVCF	armadillo repeat gene deleted in velocardiofacial syndrome [Source:HGNC Symbol;Acc:728]	protein_coding	22	19957499	20004331
ENSG00000099899	TRMT2A	tRNA methyltransferase 2 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:24974]	protein_coding	22	20099399	20104915
ENSG00000099901	RANBP1	RAN binding protein 1 [Source:HGNC Symbol;Acc:9847]	protein_coding	22	20103461	20114878
ENSG00000099904	ZDHHC8	zinc finger, DHHC-type containing 8 [Source:HGNC Symbol;Acc:18474]	protein_coding	22	20116979	20135530
ENSG00000099910	KLHL22	kelch-like family member 22 [Source:HGNC Symbol;Acc:25888]	protein_coding	22	20795806	20850170
ENSG00000099917	MED15	mediator complex subunit 15 [Source:HGNC Symbol;Acc:14248]	protein_coding	22	20850200	20941782
ENSG00000099937	SERPIND1	serpin peptidase inhibitor, clade D (heparin cofactor), member 1 [Source:HGNC Symbol;Acc:4838]	protein_coding	22	21128167	21142008
ENSG00000099940	SNAP29	synaptosomal-associated protein, 29kDa [Source:HGNC Symbol;Acc:11133]	protein_coding	22	21213271	21245506
ENSG00000099942	CRKL	v-crk avian sarcoma virus CT10 oncogene homolog-like [Source:HGNC Symbol;Acc:2363]	protein_coding	22	21271714	21308037
ENSG00000099949	LZTR1	leucine-zipper-like transcription regulator 1 [Source:HGNC Symbol;Acc:6742]	protein_coding	22	21333751	21353327
ENSG00000099953	MMP11	matrix metallopeptidase 11 (stromelysin 3) [Source:HGNC Symbol;Acc:7157]	protein_coding	22	24110830	24126503
ENSG00000099954	CECR2	cat eye syndrome chromosome region, candidate 2 [Source:HGNC Symbol;Acc:1840]	protein_coding	22	17840837	18037850
ENSG00000099956	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1 [Source:HGNC Symbol;Acc:11103]	protein_coding	22	24129150	24176689
ENSG00000099957	P2RX6	purinergic receptor P2X, ligand-gated ion channel, 6 [Source:HGNC Symbol;Acc:8538]	protein_coding	22	21369316	21383006
ENSG00000099958	DERL3	derlin 3 [Source:HGNC Symbol;Acc:14236]	protein_coding	22	24176704	24181199
ENSG00000099960	SLC7A4	solute carrier family 7, member 4 [Source:HGNC Symbol;Acc:11062]	protein_coding	22	21383120	21387129
ENSG00000099968	BCL2L13	BCL2-like 13 (apoptosis facilitator) [Source:HGNC Symbol;Acc:17164]	protein_coding	22	18111621	18213388
ENSG00000099974	DDTL	D-dopachrome tautomerase-like [Source:HGNC Symbol;Acc:33446]	protein_coding	22	24309089	24314721
ENSG00000099977	DDT	D-dopachrome tautomerase [Source:HGNC Symbol;Acc:2732]	protein_coding	22	24315293	24322660
ENSG00000099984	GSTT2	glutathione S-transferase theta 2 [Source:HGNC Symbol;Acc:4642]	protein_coding	22	24322339	24326106
ENSG00000099991	CABIN1	calcineurin binding protein 1 [Source:HGNC Symbol;Acc:24187]	protein_coding	22	24407642	24574596
ENSG00000099992	TBC1D10A	TBC1 domain family, member 10A [Source:HGNC Symbol;Acc:23609]	protein_coding	22	30687979	30723035
ENSG00000099994	SUSD2	sushi domain containing 2 [Source:HGNC Symbol;Acc:30667]	protein_coding	22	24577227	24585078
ENSG00000099995	SF3A1	splicing factor 3a, subunit 1, 120kDa [Source:HGNC Symbol;Acc:10765]	protein_coding	22	30727977	30749061
ENSG00000099998	GGT5	gamma-glutamyltransferase 5 [Source:HGNC Symbol;Acc:4260]	protein_coding	22	24615622	24641110
ENSG00000099999	RNF215	ring finger protein 215 [Source:HGNC Symbol;Acc:33434]	protein_coding	22	30773863	30817760
ENSG00000100003	SEC14L2	SEC14-like 2 (S. cerevisiae) [Source:HGNC Symbol;Acc:10699]	protein_coding	22	30792846	30821305
ENSG00000100012	SEC14L3	SEC14-like 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:18655]	protein_coding	22	30843946	30868036
ENSG00000100014	SPECC1L	sperm antigen with calponin homology and coiled-coil domains 1-like [Source:HGNC Symbol;Acc:29022]	protein_coding	22	24666786	24813708
ENSG00000100023	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2 [Source:HGNC Symbol;Acc:9261]	protein_coding	22	22006559	22051832
ENSG00000100024	UPB1	ureidopropionase, beta [Source:HGNC Symbol;Acc:16297]	protein_coding	22	24863206	24924358
ENSG00000100027	YPEL1	yippee-like 1 (Drosophila) [Source:HGNC Symbol;Acc:12845]	protein_coding	22	22054305	22090123
ENSG00000100029	PES1	pescadillo ribosomal biogenesis factor 1 [Source:HGNC Symbol;Acc:8848]	protein_coding	22	30972612	31002824
ENSG00000100030	MAPK1	mitogen-activated protein kinase 1 [Source:HGNC Symbol;Acc:6871]	protein_coding	22	22108789	22221970
ENSG00000100031	GGT1	gamma-glutamyltransferase 1 [Source:HGNC Symbol;Acc:4250]	protein_coding	22	24990778	25024972
ENSG00000100033	PRODH	proline dehydrogenase (oxidase) 1 [Source:HGNC Symbol;Acc:9453]	protein_coding	22	18904403	18924066
ENSG00000100034	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent, 1F [Source:HGNC Symbol;Acc:19388]	protein_coding	22	22273793	22307209
ENSG00000100036	SLC35E4	solute carrier family 35, member E4 [Source:HGNC Symbol;Acc:17058]	protein_coding	22	31031639	31065003
ENSG00000100038	TOP3B	topoisomerase (DNA) III beta [Source:HGNC Symbol;Acc:11993]	protein_coding	22	22311397	22337213
ENSG00000100053	CRYBB3	crystallin, beta B3 [Source:HGNC Symbol;Acc:2400]	protein_coding	22	25595817	25603330
ENSG00000100055	CYTH4	cytohesin 4 [Source:HGNC Symbol;Acc:9505]	protein_coding	22	37678068	37711382
ENSG00000100056	DGCR14	DiGeorge syndrome critical region gene 14 [Source:HGNC Symbol;Acc:16817]	protein_coding	22	19117792	19132197
ENSG00000100058	CRYBB2P1	crystallin, beta B2 pseudogene 1 [Source:HGNC Symbol;Acc:2399]	pseudogene	22	25844072	25916821
ENSG00000100060	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:7038]	protein_coding	22	37865101	37882439
ENSG00000100065	CARD10	caspase recruitment domain family, member 10 [Source:HGNC Symbol;Acc:16422]	protein_coding	22	37886400	37915549
ENSG00000100068	LRP5L	low density lipoprotein receptor-related protein 5-like [Source:HGNC Symbol;Acc:25323]	protein_coding	22	25747388	25801344
ENSG00000100075	SLC25A1	solute carrier family 25 (mitochondrial carrier; citrate transporter), member 1 [Source:HGNC Symbol;Acc:10979]	protein_coding	22	19163095	19166343
ENSG00000100077	ADRBK2	adrenergic, beta, receptor kinase 2 [Source:HGNC Symbol;Acc:290]	protein_coding	22	25960816	26125261
ENSG00000100078	PLA2G3	phospholipase A2, group III [Source:HGNC Symbol;Acc:17934]	protein_coding	22	31530795	31536593
ENSG00000100079	LGALS2	lectin, galactoside-binding, soluble, 2 [Source:HGNC Symbol;Acc:6562]	protein_coding	22	37966255	37978623
ENSG00000100083	GGA1	golgi-associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:17842]	protein_coding	22	38004481	38029571
ENSG00000100092	SH3BP1	SH3-domain binding protein 1 [Source:HGNC Symbol;Acc:10824]	protein_coding	22	38030661	38052124
ENSG00000100095	SEZ6L	seizure related 6 homolog (mouse)-like [Source:HGNC Symbol;Acc:10763]	protein_coding	22	26565440	26779562
ENSG00000100097	LGALS1	lectin, galactoside-binding, soluble, 1 [Source:HGNC Symbol;Acc:6561]	protein_coding	22	38071615	38075813
ENSG00000100099	HPS4	Hermansky-Pudlak syndrome 4 [Source:HGNC Symbol;Acc:15844]	protein_coding	22	26847446	26879802
ENSG00000100100	PIK3IP1	phosphoinositide-3-kinase interacting protein 1 [Source:HGNC Symbol;Acc:24942]	protein_coding	22	31677579	31688484
ENSG00000100101	NOL12	nucleolar protein 12 [Source:HGNC Symbol;Acc:28585]	protein_coding	22	38077680	38089483
ENSG00000100104	SRRD	SRR1 domain containing [Source:HGNC Symbol;Acc:33910]	protein_coding	22	26879843	26890624
ENSG00000100105	PATZ1	POZ (BTB) and AT hook containing zinc finger 1 [Source:HGNC Symbol;Acc:13071]	protein_coding	22	31721790	31742218
ENSG00000100106	TRIOBP	TRIO and F-actin binding protein [Source:HGNC Symbol;Acc:17009]	protein_coding	22	38093011	38172563
ENSG00000100109	TFIP11	tuftelin interacting protein 11 [Source:HGNC Symbol;Acc:17165]	protein_coding	22	26887191	26908471
ENSG00000100116	GCAT	glycine C-acetyltransferase [Source:HGNC Symbol;Acc:4188]	protein_coding	22	38203912	38213183
ENSG00000100121	GGTLC2	gamma-glutamyltransferase light chain 2 [Source:HGNC Symbol;Acc:18596]	protein_coding	22	22988816	22990211
ENSG00000100122	CRYBB1	crystallin, beta B1 [Source:HGNC Symbol;Acc:2397]	protein_coding	22	26995242	27014052
ENSG00000100124	ANKRD54	ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:25185]	protein_coding	22	38226862	38244874
ENSG00000100129	EIF3L	eukaryotic translation initiation factor 3, subunit L [Source:HGNC Symbol;Acc:18138]	protein_coding	22	38245335	38285414
ENSG00000100138	NHP2L1	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:7819]	protein_coding	22	42069934	42086508
ENSG00000100139	MICALL1	MICAL-like 1 [Source:HGNC Symbol;Acc:29804]	protein_coding	22	38301664	38338829
ENSG00000100142	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F [Source:HGNC Symbol;Acc:9193]	protein_coding	22	38348614	38437922
ENSG00000100146	SOX10	SRY (sex determining region Y)-box 10 [Source:HGNC Symbol;Acc:11190]	protein_coding	22	38366693	38380544
ENSG00000100147	CCDC134	coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:26185]	protein_coding	22	42196683	42222303
ENSG00000100150	DEPDC5	DEP domain containing 5 [Source:HGNC Symbol;Acc:18423]	protein_coding	22	32149944	32303012
ENSG00000100151	PICK1	protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:9394]	protein_coding	22	38452318	38471708
ENSG00000100154	TTC28	tetratricopeptide repeat domain 28 [Source:HGNC Symbol;Acc:29179]	protein_coding	22	28374004	29075853
ENSG00000100156	SLC16A8	solute carrier family 16 (monocarboxylate transporter), member 8 [Source:HGNC Symbol;Acc:16270]	protein_coding	22	38474141	38480100
ENSG00000100162	CENPM	centromere protein M [Source:HGNC Symbol;Acc:18352]	protein_coding	22	42334725	42343168
ENSG00000100167	SEPT3	septin 3 [Source:HGNC Symbol;Acc:10750]	protein_coding	22	42372276	42394225
ENSG00000100170	SLC5A1	solute carrier family 5 (sodium/glucose cotransporter), member 1 [Source:HGNC Symbol;Acc:11036]	protein_coding	22	32439019	32509016
ENSG00000100181	TPTEP1	transmembrane phosphatase with tensin homology pseudogene 1 [Source:HGNC Symbol;Acc:43648]	lincRNA	22	17082777	17179632
ENSG00000100191	SLC5A4	solute carrier family 5 (glucose activated ion channel), member 4 [Source:HGNC Symbol;Acc:11039]	protein_coding	22	32614465	32651328
ENSG00000100196	KDELR3	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:6306]	protein_coding	22	38864067	38879444
ENSG00000100197	CYP2D6	cytochrome P450, family 2, subfamily D, polypeptide 6 [Source:HGNC Symbol;Acc:2625]	protein_coding	22	42522501	42526908
ENSG00000100201	DDX17	DEAD (Asp-Glu-Ala-Asp) box helicase 17 [Source:HGNC Symbol;Acc:2740]	protein_coding	22	38879453	38903665
ENSG00000100206	DMC1	DNA meiotic recombinase 1 [Source:HGNC Symbol;Acc:2927]	protein_coding	22	38914954	38966291
ENSG00000100207	TCF20	transcription factor 20 (AR1) [Source:HGNC Symbol;Acc:11631]	protein_coding	22	42556019	42739622
ENSG00000100209	HSCB	HscB mitochondrial iron-sulfur cluster co-chaperone [Source:HGNC Symbol;Acc:28913]	protein_coding	22	29138667	29153503
ENSG00000100211	CBY1	chibby homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:1307]	protein_coding	22	39052645	39069859
ENSG00000100216	TOMM22	translocase of outer mitochondrial membrane 22 homolog (yeast) [Source:HGNC Symbol;Acc:18002]	protein_coding	22	39077953	39080818
ENSG00000100218	RTDR1	rhabdoid tumor deletion region gene 1 [Source:HGNC Symbol;Acc:13437]	protein_coding	22	23401593	23487208
ENSG00000100219	XBP1	X-box binding protein 1 [Source:HGNC Symbol;Acc:12801]	protein_coding	22	29190543	29196585
ENSG00000100220	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:HGNC Symbol;Acc:26935]	protein_coding	22	32783569	32808242
ENSG00000100221	JOSD1	Josephin domain containing 1 [Source:HGNC Symbol;Acc:28953]	protein_coding	22	39081548	39097561
ENSG00000100225	FBXO7	F-box protein 7 [Source:HGNC Symbol;Acc:13586]	protein_coding	22	32870663	32894818
ENSG00000100226	GTPBP1	GTP binding protein 1 [Source:HGNC Symbol;Acc:4669]	protein_coding	22	39101728	39134304
ENSG00000100227	POLDIP3	polymerase (DNA-directed), delta interacting protein 3 [Source:HGNC Symbol;Acc:23782]	protein_coding	22	42979727	43010968
ENSG00000100228	RAB36	RAB36, member RAS oncogene family [Source:HGNC Symbol;Acc:9775]	protein_coding	22	23487513	23506537
ENSG00000100234	TIMP3	TIMP metallopeptidase inhibitor 3 [Source:HGNC Symbol;Acc:11822]	protein_coding	22	33197687	33259030
ENSG00000100239	PPP6R2	protein phosphatase 6, regulatory subunit 2 [Source:HGNC Symbol;Acc:19253]	protein_coding	22	50781733	50883428
ENSG00000100241	SBF1	SET binding factor 1 [Source:HGNC Symbol;Acc:10542]	protein_coding	22	50883515	50913454
ENSG00000100242	SUN2	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:14210]	protein_coding	22	39131047	39162338
ENSG00000100243	CYB5R3	cytochrome b5 reductase 3 [Source:HGNC Symbol;Acc:2873]	protein_coding	22	43013846	43045574
ENSG00000100246	DNAL4	dynein, axonemal, light chain 4 [Source:HGNC Symbol;Acc:2955]	protein_coding	22	39174513	39190203
ENSG00000100249	C22orf31	chromosome 22 open reading frame 31 [Source:HGNC Symbol;Acc:26931]	protein_coding	22	29454660	29457832
ENSG00000100253	MIOX	myo-inositol oxygenase [Source:HGNC Symbol;Acc:14522]	protein_coding	22	50925213	50929077
ENSG00000100258	LMF2	lipase maturation factor 2 [Source:HGNC Symbol;Acc:25096]	protein_coding	22	50941376	50946135
ENSG00000100263	RHBDD3	rhomboid domain containing 3 [Source:HGNC Symbol;Acc:1308]	protein_coding	22	29655841	29663967
ENSG00000100266	PACSIN2	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:8571]	protein_coding	22	43254393	43411151
ENSG00000100271	TTLL1	tubulin tyrosine ligase-like family, member 1 [Source:HGNC Symbol;Acc:1312]	protein_coding	22	43442416	43485434
ENSG00000100276	RASL10A	RAS-like, family 10, member A [Source:HGNC Symbol;Acc:16954]	protein_coding	22	29708922	29715668
ENSG00000100280	AP1B1	adaptor-related protein complex 1, beta 1 subunit [Source:HGNC Symbol;Acc:554]	protein_coding	22	29723671	29784572
ENSG00000100281	HMGXB4	HMG box domain containing 4 [Source:HGNC Symbol;Acc:5003]	protein_coding	22	35653445	35691800
ENSG00000100284	TOM1	target of myb1 (chicken) [Source:HGNC Symbol;Acc:11982]	protein_coding	22	35695268	35743985
ENSG00000100285	NEFH	neurofilament, heavy polypeptide [Source:HGNC Symbol;Acc:7737]	protein_coding	22	29876219	29887379
ENSG00000100288	CHKB	choline kinase beta [Source:HGNC Symbol;Acc:1938]	protein_coding	22	51017378	51039884
ENSG00000100290	BIK	BCL2-interacting killer (apoptosis-inducing) [Source:HGNC Symbol;Acc:1051]	protein_coding	22	43506754	43525718
ENSG00000100292	HMOX1	heme oxygenase (decycling) 1 [Source:HGNC Symbol;Acc:5013]	protein_coding	22	35776354	35790207
ENSG00000100294	MCAT	malonyl CoA:ACP acyltransferase (mitochondrial) [Source:HGNC Symbol;Acc:29622]	protein_coding	22	43528212	43539400
ENSG00000100296	THOC5	THO complex 5 [Source:HGNC Symbol;Acc:19074]	protein_coding	22	29901868	29950243
ENSG00000100298	APOBEC3H	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H [Source:HGNC Symbol;Acc:24100]	protein_coding	22	39493229	39500072
ENSG00000100299	ARSA	arylsulfatase A [Source:HGNC Symbol;Acc:713]	protein_coding	22	51061182	51066607
ENSG00000100300	TSPO	translocator protein (18kDa) [Source:HGNC Symbol;Acc:1158]	protein_coding	22	43547520	43559248
ENSG00000100302	RASD2	RASD family, member 2 [Source:HGNC Symbol;Acc:18229]	protein_coding	22	35936915	35950048
ENSG00000100304	TTLL12	tubulin tyrosine ligase-like family, member 12 [Source:HGNC Symbol;Acc:28974]	protein_coding	22	43562628	43583139
ENSG00000100307	CBX7	chromobox homolog 7 [Source:HGNC Symbol;Acc:1557]	protein_coding	22	39516172	39548655
ENSG00000100311	PDGFB	platelet-derived growth factor beta polypeptide [Source:HGNC Symbol;Acc:8800]	protein_coding	22	39619364	39640756
ENSG00000100312	ACR	acrosin [Source:HGNC Symbol;Acc:126]	protein_coding	22	51176624	51183762
ENSG00000100314	CABP7	calcium binding protein 7 [Source:HGNC Symbol;Acc:20834]	protein_coding	22	30116073	30127828
ENSG00000100316	RPL3	ribosomal protein L3 [Source:HGNC Symbol;Acc:10332]	protein_coding	22	39708887	39716394
ENSG00000100319	ZMAT5	zinc finger, matrin-type 5 [Source:HGNC Symbol;Acc:28046]	protein_coding	22	30134319	30162969
ENSG00000100320	RBFOX2	RNA binding protein, fox-1 homolog (C. elegans) 2 [Source:HGNC Symbol;Acc:9906]	protein_coding	22	36134783	36424473
