GENE	REF1	REF2	CORR
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Brain_Putamen_basal_ganglia	0.838
ENSG00000124613.4:ZNF391	Adrenal_Gland	Brain_Putamen_basal_ganglia	0.852
ENSG00000124613.4:ZNF391	Artery_Coronary	Brain_Putamen_basal_ganglia	0.803
ENSG00000124613.4:ZNF391	Brain_Amygdala	Brain_Putamen_basal_ganglia	0.832
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Brain_Putamen_basal_ganglia	0.857
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Brain_Putamen_basal_ganglia	0.710
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	0.797
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Brain_Substantia_nigra	0.860
ENSG00000124613.4:ZNF391	Adrenal_Gland	Brain_Substantia_nigra	0.901
ENSG00000124613.4:ZNF391	Artery_Coronary	Brain_Substantia_nigra	0.859
ENSG00000124613.4:ZNF391	Brain_Amygdala	Brain_Substantia_nigra	0.844
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Brain_Substantia_nigra	0.911
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Brain_Substantia_nigra	0.739
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Brain_Substantia_nigra	0.730
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Brain_Substantia_nigra	0.868
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Cells_EBV-transformed_lymphocytes	0.748
ENSG00000124613.4:ZNF391	Adrenal_Gland	Cells_EBV-transformed_lymphocytes	0.784
ENSG00000124613.4:ZNF391	Artery_Coronary	Cells_EBV-transformed_lymphocytes	0.675
ENSG00000124613.4:ZNF391	Brain_Amygdala	Cells_EBV-transformed_lymphocytes	0.628
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Cells_EBV-transformed_lymphocytes	0.816
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Cells_EBV-transformed_lymphocytes	0.793
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Cells_EBV-transformed_lymphocytes	0.618
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Cells_EBV-transformed_lymphocytes	0.739
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Cells_EBV-transformed_lymphocytes	0.732
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Esophagus_Muscularis	0.916
ENSG00000124613.4:ZNF391	Adrenal_Gland	Esophagus_Muscularis	0.922
ENSG00000124613.4:ZNF391	Artery_Coronary	Esophagus_Muscularis	0.908
ENSG00000124613.4:ZNF391	Brain_Amygdala	Esophagus_Muscularis	0.909
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Esophagus_Muscularis	0.900
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Esophagus_Muscularis	0.882
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Esophagus_Muscularis	0.817
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Esophagus_Muscularis	0.855
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Esophagus_Muscularis	0.890
ENSG00000124613.4:ZNF391	Cells_EBV-transformed_lymphocytes	Esophagus_Muscularis	0.852
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Liver	0.849
ENSG00000124613.4:ZNF391	Adrenal_Gland	Liver	0.863
ENSG00000124613.4:ZNF391	Artery_Coronary	Liver	0.856
ENSG00000124613.4:ZNF391	Brain_Amygdala	Liver	0.934
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Liver	0.814
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Liver	0.883
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Liver	0.799
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Liver	0.799
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Liver	0.820
ENSG00000124613.4:ZNF391	Cells_EBV-transformed_lymphocytes	Liver	0.698
ENSG00000124613.4:ZNF391	Esophagus_Muscularis	Liver	0.910
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Ovary	0.925
ENSG00000124613.4:ZNF391	Adrenal_Gland	Ovary	0.946
ENSG00000124613.4:ZNF391	Artery_Coronary	Ovary	0.913
ENSG00000124613.4:ZNF391	Brain_Amygdala	Ovary	0.918
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Ovary	0.840
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Ovary	0.833
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Ovary	0.878
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Ovary	0.800
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Ovary	0.894
ENSG00000124613.4:ZNF391	Cells_EBV-transformed_lymphocytes	Ovary	0.753
ENSG00000124613.4:ZNF391	Esophagus_Muscularis	Ovary	0.930
ENSG00000124613.4:ZNF391	Liver	Ovary	0.869
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Prostate	0.892
ENSG00000124613.4:ZNF391	Adrenal_Gland	Prostate	0.888
ENSG00000124613.4:ZNF391	Artery_Coronary	Prostate	0.855
ENSG00000124613.4:ZNF391	Brain_Amygdala	Prostate	0.840
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Prostate	0.775
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Prostate	0.839
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Prostate	0.714
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Prostate	0.712
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Prostate	0.770
ENSG00000124613.4:ZNF391	Cells_EBV-transformed_lymphocytes	Prostate	0.796
ENSG00000124613.4:ZNF391	Esophagus_Muscularis	Prostate	0.890
ENSG00000124613.4:ZNF391	Liver	Prostate	0.864
ENSG00000124613.4:ZNF391	Ovary	Prostate	0.870
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Stomach	0.864
ENSG00000124613.4:ZNF391	Adrenal_Gland	Stomach	0.853
ENSG00000124613.4:ZNF391	Artery_Coronary	Stomach	0.849
ENSG00000124613.4:ZNF391	Brain_Amygdala	Stomach	0.847
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Stomach	0.875
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Stomach	0.719
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Stomach	0.786
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Stomach	0.826
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Stomach	0.852
ENSG00000124613.4:ZNF391	Cells_EBV-transformed_lymphocytes	Stomach	0.762
ENSG00000124613.4:ZNF391	Esophagus_Muscularis	Stomach	0.901
ENSG00000124613.4:ZNF391	Liver	Stomach	0.816
ENSG00000124613.4:ZNF391	Ovary	Stomach	0.870
ENSG00000124613.4:ZNF391	Prostate	Stomach	0.801
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Testis	0.839
ENSG00000124613.4:ZNF391	Adrenal_Gland	Testis	0.878
ENSG00000124613.4:ZNF391	Artery_Coronary	Testis	0.810
ENSG00000124613.4:ZNF391	Brain_Amygdala	Testis	0.891
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Testis	0.795
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Testis	0.853
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Testis	0.804
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Testis	0.861
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Testis	0.769
ENSG00000124613.4:ZNF391	Cells_EBV-transformed_lymphocytes	Testis	0.772
ENSG00000124613.4:ZNF391	Esophagus_Muscularis	Testis	0.900
ENSG00000124613.4:ZNF391	Liver	Testis	0.894
ENSG00000124613.4:ZNF391	Ovary	Testis	0.860
ENSG00000124613.4:ZNF391	Prostate	Testis	0.834
ENSG00000124613.4:ZNF391	Stomach	Testis	0.814
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Uterus	0.902
ENSG00000124613.4:ZNF391	Adrenal_Gland	Uterus	0.926
ENSG00000124613.4:ZNF391	Artery_Coronary	Uterus	0.852
ENSG00000124613.4:ZNF391	Brain_Amygdala	Uterus	0.856
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Uterus	0.824
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Uterus	0.831
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Uterus	0.818
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Uterus	0.818
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Uterus	0.834
ENSG00000124613.4:ZNF391	Cells_EBV-transformed_lymphocytes	Uterus	0.833
ENSG00000124613.4:ZNF391	Esophagus_Muscularis	Uterus	0.930
ENSG00000124613.4:ZNF391	Liver	Uterus	0.802
ENSG00000124613.4:ZNF391	Ovary	Uterus	0.918
ENSG00000124613.4:ZNF391	Prostate	Uterus	0.878
ENSG00000124613.4:ZNF391	Stomach	Uterus	0.868
ENSG00000124613.4:ZNF391	Testis	Uterus	0.865
ENSG00000124613.4:ZNF391	Adipose_Visceral_Omentum	Whole_Blood	0.849
ENSG00000124613.4:ZNF391	Adrenal_Gland	Whole_Blood	0.786
ENSG00000124613.4:ZNF391	Artery_Coronary	Whole_Blood	0.839
ENSG00000124613.4:ZNF391	Brain_Amygdala	Whole_Blood	0.880
ENSG00000124613.4:ZNF391	Brain_Frontal_Cortex_BA9	Whole_Blood	0.858
ENSG00000124613.4:ZNF391	Brain_Hippocampus	Whole_Blood	0.788
ENSG00000124613.4:ZNF391	Brain_Nucleus_accumbens_basal_ganglia	Whole_Blood	0.812
ENSG00000124613.4:ZNF391	Brain_Putamen_basal_ganglia	Whole_Blood	0.716
ENSG00000124613.4:ZNF391	Brain_Substantia_nigra	Whole_Blood	0.792
ENSG00000124613.4:ZNF391	Cells_EBV-transformed_lymphocytes	Whole_Blood	0.605
ENSG00000124613.4:ZNF391	Esophagus_Muscularis	Whole_Blood	0.839
ENSG00000124613.4:ZNF391	Liver	Whole_Blood	0.864
ENSG00000124613.4:ZNF391	Ovary	Whole_Blood	0.842
ENSG00000124613.4:ZNF391	Prostate	Whole_Blood	0.782
ENSG00000124613.4:ZNF391	Stomach	Whole_Blood	0.865
ENSG00000124613.4:ZNF391	Testis	Whole_Blood	0.750
ENSG00000124613.4:ZNF391	Uterus	Whole_Blood	0.770
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Artery_Aorta	 0.65697
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Artery_Coronary	 0.55930
ENSG00000137310.7:TCF19	Artery_Aorta	Artery_Coronary	 0.45961
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Artery_Tibial	 0.61952
ENSG00000137310.7:TCF19	Artery_Aorta	Artery_Tibial	 0.91804
ENSG00000137310.7:TCF19	Artery_Coronary	Artery_Tibial	 0.42639
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Brain_Anterior_cingulate_cortex_BA24	 0.55169
ENSG00000137310.7:TCF19	Artery_Aorta	Brain_Anterior_cingulate_cortex_BA24	 0.52038
ENSG00000137310.7:TCF19	Artery_Coronary	Brain_Anterior_cingulate_cortex_BA24	 0.38690
ENSG00000137310.7:TCF19	Artery_Tibial	Brain_Anterior_cingulate_cortex_BA24	 0.48674
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Brain_Cerebellar_Hemisphere	-0.07188
ENSG00000137310.7:TCF19	Artery_Aorta	Brain_Cerebellar_Hemisphere	 0.34385
ENSG00000137310.7:TCF19	Artery_Coronary	Brain_Cerebellar_Hemisphere	 0.23182
ENSG00000137310.7:TCF19	Artery_Tibial	Brain_Cerebellar_Hemisphere	 0.41950
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Brain_Cerebellar_Hemisphere	 0.18376
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Brain_Cerebellum	 0.16910
ENSG00000137310.7:TCF19	Artery_Aorta	Brain_Cerebellum	 0.54289
ENSG00000137310.7:TCF19	Artery_Coronary	Brain_Cerebellum	 0.22839
ENSG00000137310.7:TCF19	Artery_Tibial	Brain_Cerebellum	 0.57404
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Brain_Cerebellum	 0.32858
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	 0.72718
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Brain_Cortex	 0.40053
ENSG00000137310.7:TCF19	Artery_Aorta	Brain_Cortex	 0.66329
ENSG00000137310.7:TCF19	Artery_Coronary	Brain_Cortex	 0.46551
ENSG00000137310.7:TCF19	Artery_Tibial	Brain_Cortex	 0.66897
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Brain_Cortex	 0.62995
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Brain_Cortex	 0.57620
ENSG00000137310.7:TCF19	Brain_Cerebellum	Brain_Cortex	 0.59298
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Brain_Frontal_Cortex_BA9	 0.62031
ENSG00000137310.7:TCF19	Artery_Aorta	Brain_Frontal_Cortex_BA9	 0.83830
ENSG00000137310.7:TCF19	Artery_Coronary	Brain_Frontal_Cortex_BA9	 0.48898
ENSG00000137310.7:TCF19	Artery_Tibial	Brain_Frontal_Cortex_BA9	 0.85326
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Brain_Frontal_Cortex_BA9	 0.69870
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Brain_Frontal_Cortex_BA9	 0.41930
ENSG00000137310.7:TCF19	Brain_Cerebellum	Brain_Frontal_Cortex_BA9	 0.65132
ENSG00000137310.7:TCF19	Brain_Cortex	Brain_Frontal_Cortex_BA9	 0.75927
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Brain_Hypothalamus	 0.49384
ENSG00000137310.7:TCF19	Artery_Aorta	Brain_Hypothalamus	 0.88760
ENSG00000137310.7:TCF19	Artery_Coronary	Brain_Hypothalamus	 0.37255
ENSG00000137310.7:TCF19	Artery_Tibial	Brain_Hypothalamus	 0.85304
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Brain_Hypothalamus	 0.56674
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Brain_Hypothalamus	 0.52393
ENSG00000137310.7:TCF19	Brain_Cerebellum	Brain_Hypothalamus	 0.72049
ENSG00000137310.7:TCF19	Brain_Cortex	Brain_Hypothalamus	 0.76244
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Brain_Hypothalamus	 0.89920
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Brain_Spinal_cord_cervical_c-1	 0.49561
ENSG00000137310.7:TCF19	Artery_Aorta	Brain_Spinal_cord_cervical_c-1	 0.66569
ENSG00000137310.7:TCF19	Artery_Coronary	Brain_Spinal_cord_cervical_c-1	 0.51897
ENSG00000137310.7:TCF19	Artery_Tibial	Brain_Spinal_cord_cervical_c-1	 0.62972
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Brain_Spinal_cord_cervical_c-1	 0.57140
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Brain_Spinal_cord_cervical_c-1	 0.39517
ENSG00000137310.7:TCF19	Brain_Cerebellum	Brain_Spinal_cord_cervical_c-1	 0.63268
ENSG00000137310.7:TCF19	Brain_Cortex	Brain_Spinal_cord_cervical_c-1	 0.63873
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Brain_Spinal_cord_cervical_c-1	 0.79623
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Brain_Spinal_cord_cervical_c-1	 0.71814
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Brain_Substantia_nigra	 0.46217
ENSG00000137310.7:TCF19	Artery_Aorta	Brain_Substantia_nigra	 0.70023
ENSG00000137310.7:TCF19	Artery_Coronary	Brain_Substantia_nigra	 0.49787
ENSG00000137310.7:TCF19	Artery_Tibial	Brain_Substantia_nigra	 0.66585
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Brain_Substantia_nigra	 0.61401
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Brain_Substantia_nigra	 0.44960
ENSG00000137310.7:TCF19	Brain_Cerebellum	Brain_Substantia_nigra	 0.69094
ENSG00000137310.7:TCF19	Brain_Cortex	Brain_Substantia_nigra	 0.68285
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Brain_Substantia_nigra	 0.78481
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Brain_Substantia_nigra	 0.75021
ENSG00000137310.7:TCF19	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	 0.76598
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Cells_EBV-transformed_lymphocytes	 0.48746
ENSG00000137310.7:TCF19	Artery_Aorta	Cells_EBV-transformed_lymphocytes	 0.68689
ENSG00000137310.7:TCF19	Artery_Coronary	Cells_EBV-transformed_lymphocytes	 0.39896
ENSG00000137310.7:TCF19	Artery_Tibial	Cells_EBV-transformed_lymphocytes	 0.69748
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Cells_EBV-transformed_lymphocytes	 0.54053
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Cells_EBV-transformed_lymphocytes	 0.54645
ENSG00000137310.7:TCF19	Brain_Cerebellum	Cells_EBV-transformed_lymphocytes	 0.69470
ENSG00000137310.7:TCF19	Brain_Cortex	Cells_EBV-transformed_lymphocytes	 0.68894
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Cells_EBV-transformed_lymphocytes	 0.82424
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Cells_EBV-transformed_lymphocytes	 0.76747
ENSG00000137310.7:TCF19	Brain_Spinal_cord_cervical_c-1	Cells_EBV-transformed_lymphocytes	 0.67411
ENSG00000137310.7:TCF19	Brain_Substantia_nigra	Cells_EBV-transformed_lymphocytes	 0.68309
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Colon_Sigmoid	 0.66617
ENSG00000137310.7:TCF19	Artery_Aorta	Colon_Sigmoid	 0.78011
ENSG00000137310.7:TCF19	Artery_Coronary	Colon_Sigmoid	 0.70131
ENSG00000137310.7:TCF19	Artery_Tibial	Colon_Sigmoid	 0.69034
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Colon_Sigmoid	 0.58808
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Colon_Sigmoid	 0.20880
ENSG00000137310.7:TCF19	Brain_Cerebellum	Colon_Sigmoid	 0.40409
ENSG00000137310.7:TCF19	Brain_Cortex	Colon_Sigmoid	 0.63622
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Colon_Sigmoid	 0.76487
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Colon_Sigmoid	 0.67810
ENSG00000137310.7:TCF19	Brain_Spinal_cord_cervical_c-1	Colon_Sigmoid	 0.73041
ENSG00000137310.7:TCF19	Brain_Substantia_nigra	Colon_Sigmoid	 0.74457
ENSG00000137310.7:TCF19	Cells_EBV-transformed_lymphocytes	Colon_Sigmoid	 0.65185
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Colon_Transverse	 0.68682
ENSG00000137310.7:TCF19	Artery_Aorta	Colon_Transverse	 0.70682
ENSG00000137310.7:TCF19	Artery_Coronary	Colon_Transverse	 0.58395
ENSG00000137310.7:TCF19	Artery_Tibial	Colon_Transverse	 0.68503
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Colon_Transverse	 0.62122
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Colon_Transverse	 0.22090
ENSG00000137310.7:TCF19	Brain_Cerebellum	Colon_Transverse	 0.44456
ENSG00000137310.7:TCF19	Brain_Cortex	Colon_Transverse	 0.61956
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Colon_Transverse	 0.85923
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Colon_Transverse	 0.68702
ENSG00000137310.7:TCF19	Brain_Spinal_cord_cervical_c-1	Colon_Transverse	 0.83945
ENSG00000137310.7:TCF19	Brain_Substantia_nigra	Colon_Transverse	 0.78424
ENSG00000137310.7:TCF19	Cells_EBV-transformed_lymphocytes	Colon_Transverse	 0.75600
ENSG00000137310.7:TCF19	Colon_Sigmoid	Colon_Transverse	 0.83171
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Esophagus_Gastroesophageal_Junction	 0.75372
ENSG00000137310.7:TCF19	Artery_Aorta	Esophagus_Gastroesophageal_Junction	 0.79998
ENSG00000137310.7:TCF19	Artery_Coronary	Esophagus_Gastroesophageal_Junction	 0.64674
ENSG00000137310.7:TCF19	Artery_Tibial	Esophagus_Gastroesophageal_Junction	 0.82117
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Esophagus_Gastroesophageal_Junction	 0.64139
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Esophagus_Gastroesophageal_Junction	 0.21874
ENSG00000137310.7:TCF19	Brain_Cerebellum	Esophagus_Gastroesophageal_Junction	 0.47179
ENSG00000137310.7:TCF19	Brain_Cortex	Esophagus_Gastroesophageal_Junction	 0.65893
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Esophagus_Gastroesophageal_Junction	 0.89786
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Esophagus_Gastroesophageal_Junction	 0.73360
ENSG00000137310.7:TCF19	Brain_Spinal_cord_cervical_c-1	Esophagus_Gastroesophageal_Junction	 0.75127
ENSG00000137310.7:TCF19	Brain_Substantia_nigra	Esophagus_Gastroesophageal_Junction	 0.68964
ENSG00000137310.7:TCF19	Cells_EBV-transformed_lymphocytes	Esophagus_Gastroesophageal_Junction	 0.74901
ENSG00000137310.7:TCF19	Colon_Sigmoid	Esophagus_Gastroesophageal_Junction	 0.83372
ENSG00000137310.7:TCF19	Colon_Transverse	Esophagus_Gastroesophageal_Junction	 0.88451
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Esophagus_Mucosa	 0.11550
ENSG00000137310.7:TCF19	Artery_Aorta	Esophagus_Mucosa	-0.00733
ENSG00000137310.7:TCF19	Artery_Coronary	Esophagus_Mucosa	-0.07350
ENSG00000137310.7:TCF19	Artery_Tibial	Esophagus_Mucosa	-0.11570
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Esophagus_Mucosa	 0.03820
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Esophagus_Mucosa	-0.47724
ENSG00000137310.7:TCF19	Brain_Cerebellum	Esophagus_Mucosa	-0.64493
ENSG00000137310.7:TCF19	Brain_Cortex	Esophagus_Mucosa	-0.19996
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Esophagus_Mucosa	-0.22450
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Esophagus_Mucosa	-0.19660
ENSG00000137310.7:TCF19	Brain_Spinal_cord_cervical_c-1	Esophagus_Mucosa	-0.30234
ENSG00000137310.7:TCF19	Brain_Substantia_nigra	Esophagus_Mucosa	-0.24319
ENSG00000137310.7:TCF19	Cells_EBV-transformed_lymphocytes	Esophagus_Mucosa	-0.52921
ENSG00000137310.7:TCF19	Colon_Sigmoid	Esophagus_Mucosa	-0.05559
ENSG00000137310.7:TCF19	Colon_Transverse	Esophagus_Mucosa	-0.18182
ENSG00000137310.7:TCF19	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	-0.21126
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Esophagus_Muscularis	 0.57724
ENSG00000137310.7:TCF19	Artery_Aorta	Esophagus_Muscularis	 0.79099
ENSG00000137310.7:TCF19	Artery_Coronary	Esophagus_Muscularis	 0.66648
ENSG00000137310.7:TCF19	Artery_Tibial	Esophagus_Muscularis	 0.79105
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Esophagus_Muscularis	 0.60212
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Esophagus_Muscularis	 0.38639
ENSG00000137310.7:TCF19	Brain_Cerebellum	Esophagus_Muscularis	 0.51410
ENSG00000137310.7:TCF19	Brain_Cortex	Esophagus_Muscularis	 0.82684
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Esophagus_Muscularis	 0.81829
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Esophagus_Muscularis	 0.77959
ENSG00000137310.7:TCF19	Brain_Spinal_cord_cervical_c-1	Esophagus_Muscularis	 0.65335
ENSG00000137310.7:TCF19	Brain_Substantia_nigra	Esophagus_Muscularis	 0.75847
ENSG00000137310.7:TCF19	Cells_EBV-transformed_lymphocytes	Esophagus_Muscularis	 0.65763
ENSG00000137310.7:TCF19	Colon_Sigmoid	Esophagus_Muscularis	 0.74968
ENSG00000137310.7:TCF19	Colon_Transverse	Esophagus_Muscularis	 0.73807
ENSG00000137310.7:TCF19	Esophagus_Gastroesophageal_Junction	Esophagus_Muscularis	 0.81257
ENSG00000137310.7:TCF19	Esophagus_Mucosa	Esophagus_Muscularis	-0.09470
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Heart_Atrial_Appendage	 0.65392
ENSG00000137310.7:TCF19	Artery_Aorta	Heart_Atrial_Appendage	 0.71926
ENSG00000137310.7:TCF19	Artery_Coronary	Heart_Atrial_Appendage	 0.55941
ENSG00000137310.7:TCF19	Artery_Tibial	Heart_Atrial_Appendage	 0.69641
ENSG00000137310.7:TCF19	Brain_Anterior_cingulate_cortex_BA24	Heart_Atrial_Appendage	 0.54344
ENSG00000137310.7:TCF19	Brain_Cerebellar_Hemisphere	Heart_Atrial_Appendage	-0.00879
ENSG00000137310.7:TCF19	Brain_Cerebellum	Heart_Atrial_Appendage	 0.16892
ENSG00000137310.7:TCF19	Brain_Cortex	Heart_Atrial_Appendage	 0.52410
ENSG00000137310.7:TCF19	Brain_Frontal_Cortex_BA9	Heart_Atrial_Appendage	 0.71433
ENSG00000137310.7:TCF19	Brain_Hypothalamus	Heart_Atrial_Appendage	 0.61401
ENSG00000137310.7:TCF19	Brain_Spinal_cord_cervical_c-1	Heart_Atrial_Appendage	 0.58100
ENSG00000137310.7:TCF19	Brain_Substantia_nigra	Heart_Atrial_Appendage	 0.49587
ENSG00000137310.7:TCF19	Cells_EBV-transformed_lymphocytes	Heart_Atrial_Appendage	 0.38719
ENSG00000137310.7:TCF19	Colon_Sigmoid	Heart_Atrial_Appendage	 0.71996
ENSG00000137310.7:TCF19	Colon_Transverse	Heart_Atrial_Appendage	 0.65892
ENSG00000137310.7:TCF19	Esophagus_Gastroesophageal_Junction	Heart_Atrial_Appendage	 0.76263
ENSG00000137310.7:TCF19	Esophagus_Mucosa	Heart_Atrial_Appendage	 0.29795
ENSG00000137310.7:TCF19	Esophagus_Muscularis	Heart_Atrial_Appendage	 0.71371
ENSG00000137310.7:TCF19	Adipose_Visceral_Omentum	Lung	 0.43285
